   DOY	   lat	   lon	   DMSsw	   DMSsw_se	SST	Salinity	Fluorescence	Ship Speed	Ship Heading
   4.7596769e+01	  -4.4820232e+01	   1.7449938e+02	   4.0758484e+00	   3.8089072e-01	   1.4236970e+01	   3.4640696e+01	   5.9300838e-01	   3.0883321e+00	   1.3970211e+02	
   4.7597463e+01	  -4.4818248e+01	   1.7450000e+02	   3.5881814e+00	   3.5095912e-01	   1.4192752e+01	   3.4634368e+01	   5.8988871e-01	   3.0688599e+00	   3.5788634e+02	
   4.7598146e+01	  -4.4816648e+01	   1.7450000e+02	   3.4785434e+00	   3.5586889e-01	   1.4219313e+01	   3.4624726e+01	   6.0292197e-01	   3.0244320e+00	   3.5753399e+02	
   4.7598841e+01	  -4.4815313e+01	   1.7450000e+02	   4.0275730e+00	   3.7040838e-01	   1.4248129e+01	   3.4603659e+01	   6.0718854e-01	   3.1077863e+00	   3.5821874e+02	
   4.7599535e+01	  -4.4813328e+01	   1.7450000e+02	   4.3202010e+00	   4.1098748e-01	   1.4217022e+01	   3.4589051e+01	   6.1176707e-01	   3.1022099e+00	   3.5846752e+02	
   4.7600229e+01	  -4.4811345e+01	   1.7450000e+02	   3.5620486e+00	   4.3523355e-01	   1.4213169e+01	   3.4603655e+01	   6.3474002e-01	   3.1490858e+00	   2.4115729e+02	
   4.7600935e+01	  -4.4809664e+01	   1.7450000e+02	   4.2525219e+00	   4.1065465e-01	   1.4177527e+01	   3.4606009e+01	   6.1658168e-01	   3.0141966e+00	   1.1976404e+02	
   4.7601630e+01	  -4.4808343e+01	   1.7450000e+02	   5.1450789e+00	   4.8938017e-01	   1.4161454e+01	   3.4612270e+01	   6.0719769e-01	   3.0391322e+00	   3.5685480e+02	
   4.7602313e+01	  -4.4806392e+01	   1.7450000e+02	   4.3533681e+00	   3.8151195e-01	   1.4210453e+01	   3.4615833e+01	   6.2600000e-01	   3.1629031e+00	   3.5880396e+02	
   4.7603007e+01	  -4.4804704e+01	   1.7450000e+02	   4.7572348e+00	   4.9600124e-01	   1.4249670e+01	   3.4594525e+01	   6.1770945e-01	   3.1683018e+00	   3.5890782e+02	
   4.7603702e+01	  -4.4803424e+01	   1.7450000e+02	   5.4703535e+00	   6.8177730e-01	   1.4235271e+01	   3.4575170e+01	   5.9800000e-01	   3.1962520e+00	   3.5732711e+02	
   4.7604396e+01	  -4.4801440e+01	   1.7450000e+02	   3.9474322e+00	   3.4403949e-01	   1.4236041e+01	   3.4586641e+01	   5.9800000e-01	   3.1094510e+00	   3.5762819e+02	
   4.7605102e+01	  -4.4799711e+01	   1.7450000e+02	   3.8748205e+00	   4.6999264e-01	   1.4249866e+01	   3.4594845e+01	   5.9424626e-01	   3.1597920e+00	   3.5952887e+02	
   4.7605797e+01	  -4.4798438e+01	   1.7450000e+02	   3.4174684e+00	   3.5113436e-01	   1.4246382e+01	   3.4592281e+01	   5.9258373e-01	   3.1233916e+00	   3.5926295e+02	
   4.7606479e+01	  -4.4796402e+01	   1.7450030e+02	   3.7104075e+00	   3.3565919e-01	   1.4219139e+01	   3.4594795e+01	   6.0781270e-01	   3.1248634e+00	   3.5842991e+02	
   4.7607174e+01	  -4.4794609e+01	   1.7450100e+02	   3.2281211e+00	   3.4025385e-01	   1.4169825e+01	   3.4603305e+01	   5.9800000e-01	   3.1445451e+00	   3.5793257e+02	
   4.7607868e+01	  -4.4793233e+01	   1.7450100e+02	   3.2342090e+00	   3.1397139e-01	   1.4137700e+01	   3.4614217e+01	   6.0873379e-01	   3.0862307e+00	   2.2044338e+02	
   4.7608563e+01	  -4.4791249e+01	   1.7450100e+02	   3.8846659e+00	   3.3795928e-01	   1.4136627e+01	   3.4616871e+01	   6.2600000e-01	   3.1493976e+00	   1.3510154e+02	
   4.7609269e+01	  -4.4789616e+01	   1.7450100e+02	   3.3989398e+00	   3.8388975e-01	   1.4134089e+01	   3.4603856e+01	   6.2062441e-01	   3.0975125e+00	   3.5872321e+02	
   4.7609963e+01	  -4.4788248e+01	   1.7450100e+02	   4.4313724e+00	   5.0366362e-01	   1.4112845e+01	   3.4595881e+01	   6.1200000e-01	   3.1161286e+00	   3.5814865e+02	
   4.7610646e+01	  -4.4786297e+01	   1.7450100e+02	   3.6396286e+00	   3.6275955e-01	   1.4105142e+01	   3.4599703e+01	   6.1692245e-01	   3.1597777e+00	   3.5794499e+02	
   4.7611341e+01	  -4.4784656e+01	   1.7450100e+02	   3.1795866e+00	   2.6431746e-01	   1.4124406e+01	   3.4598938e+01	   6.2600000e-01	   3.0810957e+00	   3.5872658e+02	
   4.7612035e+01	  -4.4783329e+01	   1.7450100e+02	   3.2255246e+00	   4.0769138e-01	   1.4132357e+01	   3.4590300e+01	   6.2130001e-01	   3.0934178e+00	   3.5853500e+02	
   4.7612729e+01	  -4.4781345e+01	   1.7450100e+02	   4.2336235e+00	   3.4500592e-01	   1.4136378e+01	   3.4584277e+01	   6.1200000e-01	   3.1428972e+00	   3.5896723e+02	
   4.7613424e+01	  -4.4779680e+01	   1.7450100e+02	   3.6823615e+00	   3.0987019e-01	   1.4127162e+01	   3.4591000e+01	   6.1200000e-01	   3.1483362e+00	   3.5891599e+02	
   4.7614118e+01	  -4.4778376e+01	   1.7450100e+02	   3.6782415e+00	   3.9859995e-01	   1.4114632e+01	   3.4591936e+01	   6.2884652e-01	   3.1378400e+00	   3.5793609e+02	
   4.7614813e+01	  -4.4776392e+01	   1.7450100e+02	   4.1778670e+00	   3.9496994e-01	   1.4098920e+01	   3.4595216e+01	   6.6600000e-01	   3.1347123e+00	   3.5626242e+02	
   4.7615519e+01	  -4.4774375e+01	   1.7450100e+02	   3.4245803e+00	   3.5586248e-01	   1.4080936e+01	   3.4598000e+01	   6.6193608e-01	   3.1693616e+00	   3.5783135e+02	
   4.7616213e+01	  -4.4772695e+01	   1.7450100e+02	   2.5959254e+00	   2.6039940e-01	   1.4068345e+01	   3.4600132e+01	   6.6122299e-01	   3.2252635e+00	   3.5883069e+02	
   4.7616896e+01	  -4.4771440e+01	   1.7450100e+02	   3.4352648e+00	   4.2863595e-01	   1.4062521e+01	   3.4601078e+01	   6.8000000e-01	   3.1415430e+00	   3.5950391e+02	
   4.7617591e+01	  -4.4769456e+01	   1.7450100e+02	   5.2390365e+00	   4.5520279e-01	   1.4071995e+01	   3.4590728e+01	   6.8735067e-01	   3.1238356e+00	   3.5834661e+02	
   4.7618285e+01	  -4.4767736e+01	   1.7450100e+02	   3.8037655e+00	   4.3660491e-01	   1.4083701e+01	   3.4588150e+01	   6.9272491e-01	   3.1149565e+00	   3.5691722e+02	
   4.7618991e+01	  -4.4766363e+01	   1.7450100e+02	   4.2938697e+00	   5.6114635e-01	   1.4104187e+01	   3.4584273e+01	   6.4854302e-01	   3.1682220e+00	   3.5835712e+02	
   4.7619697e+01	  -4.4764151e+01	   1.7450100e+02	   3.9793378e+00	   3.7362141e-01	   1.4121757e+01	   3.4586576e+01	   6.3900000e-01	   3.1012063e+00	   3.5910445e+02	
   4.7620380e+01	  -4.4762600e+01	   1.7450100e+02	   4.3648343e+00	   4.0982850e-01	   1.4113601e+01	   3.4585200e+01	   6.2820462e-01	   3.0329253e+00	   3.5848001e+02	
   4.7621063e+01	  -4.4761249e+01	   1.7450100e+02	   3.9870148e+00	   4.1010346e-01	   1.4093108e+01	   3.4585502e+01	   6.1725542e-01	   3.0492056e+00	   3.5848754e+02	
   4.7621757e+01	  -4.4759632e+01	   1.7450100e+02	   4.0246487e+00	   3.4424631e-01	   1.4052872e+01	   3.4591675e+01	   6.4070009e-01	   3.0775258e+00	   3.5858675e+02	
   4.7622452e+01	  -4.4758281e+01	   1.7450100e+02	   3.8241422e+00	   3.6899287e-01	   1.4028764e+01	   3.4602675e+01	   6.7606857e-01	   3.0033044e+00	   3.5847020e+02	
   4.7623158e+01	  -4.4756264e+01	   1.7450100e+02	   3.7320172e+00	   3.4970695e-01	   1.4024472e+01	   3.4606583e+01	   6.9878495e-01	   3.1688060e+00	   3.5872051e+02	
   4.7623864e+01	  -4.4754623e+01	   1.7450100e+02	   3.2621471e+00	   3.8116110e-01	   1.4032651e+01	   3.4595233e+01	   7.1717094e-01	   2.9835200e+00	   3.5934213e+02	
   4.7624547e+01	  -4.4753296e+01	   1.7450100e+02	   3.4276015e+00	   3.8719209e-01	   1.4046931e+01	   3.4587943e+01	   7.2942104e-01	   2.9943911e+00	   3.5860911e+02	
   4.7625229e+01	  -4.4751672e+01	   1.7450100e+02	   3.1096668e+00	   2.7672997e-01	   1.4055344e+01	   3.4584689e+01	   7.2100000e-01	   2.9958376e+00	   2.4127120e+02	
   4.7625924e+01	  -4.4750360e+01	   1.7450100e+02	   3.4772337e+00	   3.1141762e-01	   1.4053040e+01	   3.4582320e+01	   7.1236315e-01	   2.9331178e+00	   1.1486852e+02	
   4.7626618e+01	  -4.4748376e+01	   1.7450100e+02	   3.4602410e+00	   3.0037192e-01	   1.4057239e+01	   3.4584872e+01	   6.9400000e-01	   2.8292882e+00	   2.4546604e+02	
   4.7627324e+01	  -4.4746680e+01	   1.7450100e+02	   2.9188168e+00	   2.5376930e-01	   1.4067796e+01	   3.4586757e+01	   6.9816558e-01	   2.8198740e+00	   2.8204289e-01	
   4.7628030e+01	  -4.4745342e+01	   1.7450100e+02	   3.4453112e+00	   3.9653382e-01	   1.4048823e+01	   3.4582329e+01	   7.0700000e-01	   3.0045524e+00	   1.1716693e+02	
   4.7628713e+01	  -4.4743695e+01	   1.7450070e+02	   3.7345178e+00	   3.7956762e-01	   1.4012119e+01	   3.4587570e+01	   7.1522539e-01	   2.9978977e+00	   3.5630533e+02	
   4.7629396e+01	  -4.4742440e+01	   1.7450000e+02	   2.9261795e+00	   3.1296914e-01	   1.3973793e+01	   3.4599961e+01	   7.4548717e-01	   3.0890380e+00	   3.5802564e+02	
   4.7630091e+01	  -4.4740455e+01	   1.7450000e+02	   3.0529328e+00	   3.3067691e-01	   1.3943094e+01	   3.4605817e+01	   7.8997595e-01	   2.9050088e+00	   3.5746217e+02	
   4.7630785e+01	  -4.4738736e+01	   1.7450000e+02	   3.4265074e+00	   2.5944287e-01	   1.3966542e+01	   3.4607736e+01	   8.2630013e-01	   2.8420224e+00	   3.5942430e+02	
   4.7631479e+01	  -4.4737402e+01	   1.7450000e+02	   3.1407824e+00	   2.8659197e-01	   1.4081580e+01	   3.4599824e+01	   8.1600000e-01	   2.8709856e+00	   2.5116528e+02	
   4.7632185e+01	  -4.4735592e+01	   1.7450000e+02	   3.4864249e+00	   3.4384530e-01	   1.4177235e+01	   3.4557306e+01	   7.7725453e-01	   2.7838521e+00	   1.4645923e+02	
   4.7632880e+01	  -4.4734200e+01	   1.7450000e+02	   3.0532874e+00	   4.5556315e-01	   1.4184603e+01	   3.4530797e+01	   6.9900648e-01	   2.8230139e+00	   3.5819008e+02	
   4.7633563e+01	  -4.4732625e+01	   1.7449962e+02	   4.0833533e+00	   3.7624849e-01	   1.4167123e+01	   3.4564270e+01	   6.7125602e-01	   2.8677534e+00	   3.5810034e+02	
   4.7634257e+01	  -4.4731265e+01	   1.7449900e+02	   4.1224294e+00	   3.6023826e-01	   1.4162897e+01	   3.4593000e+01	   6.8000000e-01	   2.8594490e+00	   3.5872863e+02	
   4.7634952e+01	  -4.4729641e+01	   1.7449900e+02	   4.0064899e+00	   4.2634726e-01	   1.4150217e+01	   3.4590843e+01	   6.8970456e-01	   2.9244463e+00	   3.5891406e+02	
   4.7635646e+01	  -4.4728297e+01	   1.7449900e+02	   3.6747534e+00	   3.1900597e-01	   1.4114125e+01	   3.4591922e+01	   7.1192185e-01	   2.8697496e+00	   3.5860391e+02	
   4.7636352e+01	  -4.4726640e+01	   1.7449900e+02	   3.5426521e+00	   3.3645534e-01	   1.4133432e+01	   3.4602441e+01	   7.2568296e-01	   2.7633803e+00	   3.5813199e+02	
   4.7637047e+01	  -4.4725295e+01	   1.7449900e+02	   3.2914529e+00	   3.3355537e-01	   1.4227228e+01	   3.4583862e+01	   7.1990805e-01	   2.9179990e+00	   3.5824092e+02	
   4.7637729e+01	  -4.4723344e+01	   1.7449900e+02	   3.2193354e+00	   3.1761240e-01	   1.4230082e+01	   3.4551229e+01	   6.8482032e-01	   3.0728238e+00	   3.5836886e+02	
   4.7638424e+01	  -4.4721680e+01	   1.7449868e+02	   3.5830372e+00	   3.4477519e-01	   1.4211363e+01	   3.4571677e+01	   6.7047837e-01	   3.0160445e+00	   3.5819596e+02	
   4.7639118e+01	  -4.4720376e+01	   1.7449800e+02	   3.2319115e+00	   3.3463331e-01	   1.4184269e+01	   3.4588312e+01	   6.8000000e-01	   2.9160397e+00	   3.5818172e+02	
   4.7639813e+01	  -4.4718696e+01	   1.7449800e+02	   3.6628049e+00	   4.0445022e-01	   1.4171687e+01	   3.4593255e+01	   6.8000000e-01	   2.8962748e+00	   3.5789756e+02	
   4.7640519e+01	  -4.4717375e+01	   1.7449800e+02	   3.2430102e+00	   3.2633219e-01	   1.4190126e+01	   3.4598936e+01	   6.9281595e-01	   2.9529831e+00	   2.4672623e+02	
   4.7641213e+01	  -4.4715695e+01	   1.7449800e+02	   2.9996616e+00	   2.7278069e-01	   1.4194562e+01	   3.4588477e+01	   7.0850777e-01	   3.0475389e+00	   9.3007701e-01	
   4.7641908e+01	  -4.4714406e+01	   1.7449800e+02	   3.6911246e+00	   4.1194955e-01	   1.4184549e+01	   3.4583516e+01	   6.7584546e-01	   3.0179784e+00	   1.0663030e+02	
   4.7642602e+01	  -4.4712711e+01	   1.7449800e+02	   3.4161688e+00	   3.0226481e-01	   1.4175733e+01	   3.4582888e+01	   6.6224586e-01	   2.7431019e+00	   3.5856122e+02	
   4.7643285e+01	  -4.4711472e+01	   1.7449800e+02	   4.5582467e+00	   4.3656943e-01	   1.4184756e+01	   3.4589736e+01	   6.6013383e-01	   2.9034527e+00	   3.5802174e+02	
   4.7643979e+01	  -4.4709402e+01	   1.7449770e+02	   3.2823721e+00	   3.2238262e-01	   1.4194112e+01	   3.4586607e+01	   6.7192530e-01	   2.9080430e+00	   3.5761776e+02	
   4.7644674e+01	  -4.4707609e+01	   1.7449700e+02	   3.2442614e+00	   4.6402300e-01	   1.4182261e+01	   3.4584131e+01	   6.5300000e-01	   2.7571821e+00	   3.5725224e+02	
   4.7645368e+01	  -4.4706233e+01	   1.7449700e+02	   2.9659785e+00	   2.9168559e-01	   1.4181067e+01	   3.4588233e+01	   6.5300000e-01	   2.7956096e+00	   2.2304804e+02	
   4.7646074e+01	  -4.4704608e+01	   1.7449700e+02	   2.7369639e+00	   2.8698786e-01	   1.4176986e+01	   3.4588176e+01	   6.5809490e-01	   2.9974242e+00	   1.4196251e+02	
   4.7646769e+01	  -4.4703232e+01	   1.7449700e+02	   3.0851823e+00	   3.0602094e-01	   1.4150713e+01	   3.4587696e+01	   6.6600000e-01	   3.0033567e+00	   2.2114425e+02	
   4.7647452e+01	  -4.4701641e+01	   1.7449700e+02	   2.6817573e+00	   2.5433239e-01	   1.4133157e+01	   3.4591190e+01	   6.6600000e-01	   2.9933386e+00	   2.2578465e+00	
   4.7648146e+01	  -4.4700297e+01	   1.7449700e+02	   3.2981686e+00	   2.7006340e-01	   1.4137000e+01	   3.4598374e+01	   6.6142927e-01	   3.0188003e+00	   1.2738926e+02	
   4.7648841e+01	  -4.4698313e+01	   1.7449700e+02	   2.8314990e+00	   2.5643439e-01	   1.4132875e+01	   3.4587656e+01	   6.4818794e-01	   2.9320800e+00	   3.5847025e+02	
   4.7649535e+01	  -4.4696664e+01	   1.7449700e+02	   3.6752784e+00	   3.7022918e-01	   1.4131377e+01	   3.4588678e+01	   6.5276178e-01	   2.9320800e+00	   2.3956942e+02	
   4.7650241e+01	  -4.4695311e+01	   1.7449700e+02	   4.3435153e+00	   4.4872940e-01	   1.4144689e+01	   3.4589934e+01	   6.7070376e-01	   2.9497911e+00	   1.4417712e+00	
   4.7650935e+01	  -4.4693664e+01	   1.7449666e+02	   3.5438364e+00	   3.0812135e-01	   1.4155755e+01	   3.4583982e+01	   6.5737307e-01	   2.9714073e+00	   1.0677365e+00	
   4.7651618e+01	  -4.4692376e+01	   1.7449600e+02	   3.6841769e+00	   3.7650610e-01	   1.4176871e+01	   3.4578752e+01	   6.5352350e-01	   2.9426986e+00	   1.1312060e+02	
   4.7652313e+01	  -4.4690696e+01	   1.7449600e+02	   3.2338833e+00	   2.7051344e-01	   1.4183432e+01	   3.4578128e+01	   6.2600000e-01	   2.8163501e+00	   2.5088215e+02	
   4.7653007e+01	  -4.4689408e+01	   1.7449600e+02	   2.8588091e+00	   3.1240295e-01	   1.4185151e+01	   3.4582408e+01	   6.1770921e-01	   2.6336733e+00	   1.0756842e+02	
   4.7653702e+01	  -4.4687424e+01	   1.7449600e+02	   3.2173779e+00	   3.2401536e-01	   1.4178016e+01	   3.4584744e+01	   5.9800000e-01	   2.9003106e+00	   3.5879360e+02	
   4.7654408e+01	  -4.4685703e+01	   1.7449600e+02	   3.1152018e+00	   3.5302149e-01	   1.4182703e+01	   3.4592813e+01	   5.9800000e-01	   3.0333809e+00	   2.5165741e+02	
   4.7655114e+01	  -4.4684389e+01	   1.7449600e+02	   2.9135381e+00	   2.5308473e-01	   1.4177420e+01	   3.4590000e+01	   6.0227490e-01	   2.9556408e+00	   2.5068726e+00	
   4.7655797e+01	  -4.4682719e+01	   1.7449600e+02	   3.1173175e+00	   2.7131165e-01	   1.4167842e+01	   3.4590562e+01	   6.0806857e-01	   2.9976838e+00	   3.6626542e+00	
   4.7656479e+01	  -4.4681402e+01	   1.7449600e+02	   3.7454881e+00	   3.7375769e-01	   1.4147864e+01	   3.4592299e+01	   6.0218786e-01	   2.9265420e+00	   5.4017338e+00	
   4.7657174e+01	  -4.4679609e+01	   1.7449600e+02	   3.1344176e+00	   3.3254679e-01	   1.4083477e+01	   3.4601609e+01	   6.2256588e-01	   2.7446541e+00	   3.1586425e+00	
   4.7657868e+01	  -4.4678234e+01	   1.7449600e+02	   3.1792899e+00	   2.6596901e-01	   1.4059401e+01	   3.4610784e+01	   6.3900000e-01	   2.7353800e+00	   3.3446607e+00	
   4.7658563e+01	  -4.4676249e+01	   1.7449600e+02	   3.1651423e+00	   2.9667686e-01	   1.4047871e+01	   3.4599871e+01	   6.5439017e-01	   2.9398036e+00	   6.9324156e+00	
   4.7659257e+01	  -4.4674632e+01	   1.7449600e+02	   4.0022384e+00	   3.7268769e-01	   1.4058274e+01	   3.4593368e+01	   6.7485461e-01	   2.8827051e+00	   6.4743143e+00	
   4.7659952e+01	  -4.4673281e+01	   1.7449600e+02	   3.8843126e+00	   3.8824831e-01	   1.4092314e+01	   3.4588607e+01	   6.6600000e-01	   2.8400059e+00	   1.2999064e+02	
   4.7660646e+01	  -4.4671648e+01	   1.7449600e+02	   3.5771817e+00	   3.1380024e-01	   1.4107736e+01	   3.4579703e+01	   6.5650555e-01	   2.9747583e+00	   2.3259793e+02	
   4.7661341e+01	  -4.4670313e+01	   1.7449600e+02	   3.1098581e+00	   2.7620721e-01	   1.4129217e+01	   3.4581687e+01	   6.3900000e-01	   2.9557139e+00	   2.7264673e+00	
   4.7662035e+01	  -4.4668664e+01	   1.7449600e+02	   3.8183417e+00	   3.8477775e-01	   1.4147028e+01	   3.4579643e+01	   6.3463651e-01	   2.9320800e+00	   3.0479122e+00	
   4.7662729e+01	  -4.4667344e+01	   1.7449600e+02	   3.3125587e+00	   4.2899058e-01	   1.4152378e+01	   3.4576278e+01	   6.2141112e-01	   3.0248146e+00	   2.1222232e+00	
   4.7663424e+01	  -4.4665360e+01	   1.7449600e+02	   3.3231846e+00	   3.4295569e-01	   1.4140922e+01	   3.4583000e+01	   6.2063755e-01	   3.1080352e+00	   1.6419455e+00	
   4.7664118e+01	  -4.4663688e+01	   1.7449600e+02	   2.5704542e+00	   2.9792650e-01	   1.4122385e+01	   3.4586119e+01	   6.3494469e-01	   2.9416168e+00	   1.6912613e+00	
   4.7664824e+01	  -4.4662359e+01	   1.7449600e+02	   3.5675143e+00	   3.5468915e-01	   1.4113526e+01	   3.4594923e+01	   6.3016677e-01	   3.0398393e+00	   2.4064463e+00	
   4.7665519e+01	  -4.4660687e+01	   1.7449600e+02	   3.3447665e+00	   3.2046175e-01	   1.4128500e+01	   3.4594000e+01	   6.3056201e-01	   2.9693744e+00	   5.1312225e+00	
   4.7666202e+01	  -4.4659424e+01	   1.7449600e+02	   3.5705311e+00	   3.3847120e-01	   1.4152202e+01	   3.4585017e+01	   6.1603308e-01	   2.9835200e+00	   3.5670574e+00	
   4.7666896e+01	  -4.4657440e+01	   1.7449600e+02	   3.4179297e+00	   2.7451902e-01	   1.4163555e+01	   3.4584396e+01	   6.2207719e-01	   2.9835200e+00	   1.7736587e+00	
   4.7667591e+01	  -4.4655728e+01	   1.7449600e+02	   3.3173618e+00	   3.5255517e-01	   1.4150812e+01	   3.4577624e+01	   6.1581206e-01	   2.9975266e+00	   6.3168699e-01	
   4.7668285e+01	  -4.4654471e+01	   1.7449600e+02	   3.7291673e+00	   4.4639705e-01	   1.4161529e+01	   3.4595886e+01	   6.2230013e-01	   3.0485544e+00	   1.8278216e+00	
   4.7687336e+01	  -4.4611234e+01	   1.7449523e+02	   3.7014588e+00	   3.4665530e-01	   1.4333447e+01	   3.4589830e+01	   5.8500000e-01	   2.8592997e+00	   4.1680800e+00	
   4.7688042e+01	  -4.4609451e+01	   1.7449500e+02	   4.1496020e+00	   3.6180107e-01	   1.4352235e+01	   3.4601843e+01	   5.9506838e-01	   2.7136646e+00	   5.4891849e+00	
   4.7688748e+01	  -4.4608217e+01	   1.7449500e+02	   4.8522226e+00	   4.7411059e-01	   1.4357434e+01	   3.4599518e+01	   5.8781920e-01	   2.7565649e+00	   4.0096237e+00	
   4.7689431e+01	  -4.4606483e+01	   1.7449576e+02	   4.8729919e+00	   4.2249156e-01	   1.4353207e+01	   3.4595724e+01	   6.0548019e-01	   2.8323860e+00	   4.0309679e+00	
   4.7690114e+01	  -4.4605266e+01	   1.7449527e+02	   4.0592746e+00	   4.1384454e-01	   1.4340989e+01	   3.4599405e+01	   6.1200000e-01	   2.8346715e+00	   4.8606765e+00	
   4.7690808e+01	  -4.4603548e+01	   1.7449500e+02	   4.5532864e+00	   3.9103950e-01	   1.4324655e+01	   3.4603179e+01	   6.1200000e-01	   2.7582249e+00	   5.7535724e+00	
   4.7691503e+01	  -4.4602282e+01	   1.7449500e+02	   4.2652229e+00	   4.2688266e-01	   1.4324310e+01	   3.4604718e+01	   6.3139498e-01	   2.5688795e+00	   5.3535008e+00	
   4.7692197e+01	  -4.4600579e+01	   1.7449571e+02	   4.1630437e+00	   3.4731330e-01	   1.4331683e+01	   3.4598607e+01	   6.4894530e-01	   2.6586039e+00	   3.9989129e+00	
   4.7692903e+01	  -4.4599281e+01	   1.7449600e+02	   4.8151459e+00	   4.5844340e-01	   1.4339751e+01	   3.4592405e+01	   6.5300000e-01	   2.7618562e+00	   2.8310651e+00	
   4.7693598e+01	  -4.4597578e+01	   1.7449600e+02	   4.2031181e+00	   4.4262388e-01	   1.4348399e+01	   3.4589578e+01	   6.6224295e-01	   2.7960468e+00	   3.5098445e+00	
   4.7694281e+01	  -4.4596199e+01	   1.7449600e+02	   4.1960986e+00	   4.1861939e-01	   1.4326972e+01	   3.4587398e+01	   6.5558808e-01	   2.7993601e+00	   5.0212841e+00	
   4.7694975e+01	  -4.4594357e+01	   1.7449600e+02	   3.5906139e+00	   3.7539319e-01	   1.4311964e+01	   3.4599322e+01	   6.7517906e-01	   2.7476297e+00	   4.2731914e+00	
   4.7695669e+01	  -4.4593186e+01	   1.7449600e+02	   3.4739009e+00	   3.8870890e-01	   1.4383220e+01	   3.4603627e+01	   6.9138975e-01	   2.8119365e+00	   4.9855863e+00	
   4.7696364e+01	  -4.4591389e+01	   1.7449600e+02	   3.9553484e+00	   4.1027414e-01	   1.4435446e+01	   3.4591111e+01	   6.9400000e-01	   2.7877604e+00	   4.7972045e+00	
   4.7697058e+01	  -4.4590202e+01	   1.7449600e+02	   4.6081945e+00	   4.6273411e-01	   1.4444000e+01	   3.4557689e+01	   6.9400000e-01	   2.7777600e+00	   3.4636487e+00	
   4.7697753e+01	  -4.4588421e+01	   1.7449600e+02	   4.6133562e+00	   4.8310029e-01	   1.4442421e+01	   3.4568952e+01	   6.8294491e-01	   2.8955567e+00	   3.5053421e+00	
   4.7698447e+01	  -4.4587218e+01	   1.7449600e+02	   4.0730851e+00	   4.0135134e-01	   1.4438091e+01	   3.4586509e+01	   6.8000000e-01	   2.7821610e+00	   3.0102688e+01	
   4.7699142e+01	  -4.4586226e+01	   1.7449755e+02	   5.0782930e+00	   4.0849849e-01	   1.4450156e+01	   3.4588452e+01	   7.0089498e-01	   2.4113390e+00	   7.5033569e+01	
   4.7699836e+01	  -4.4586000e+01	   1.7449877e+02	   4.9044260e+00	   4.1985209e-01	   1.4451702e+01	   3.4581873e+01	   7.5908236e-01	   2.5393730e+00	   9.1055053e+01	
   4.7700542e+01	  -4.4586000e+01	   1.7450055e+02	   4.1206511e+00	   3.8881059e-01	   1.4442481e+01	   3.4567609e+01	   7.9590967e-01	   2.6398774e+00	   8.5746275e+01	
   4.7701248e+01	  -4.4586000e+01	   1.7450257e+02	   4.2830387e+00	   3.9183394e-01	   1.4481501e+01	   3.4585142e+01	   7.4875360e-01	   2.8304170e+00	   8.8996337e+01	
   4.7701931e+01	  -4.4586000e+01	   1.7450528e+02	   3.8269391e+00	   3.4867144e-01	   1.4479345e+01	   3.4572794e+01	   7.2413824e-01	   2.9196622e+00	   9.1132737e+01	
   4.7702614e+01	  -4.4586000e+01	   1.7450747e+02	   4.7532655e+00	   4.6306124e-01	   1.4461052e+01	   3.4572873e+01	   7.1072233e-01	   2.9131984e+00	   8.9110936e+01	
   4.7703308e+01	  -4.4586000e+01	   1.7450945e+02	   4.0879182e+00	   4.1982141e-01	   1.4488680e+01	   3.4593882e+01	   6.7722509e-01	   2.9287740e+00	   9.1095937e+01	
   4.7704003e+01	  -4.4586718e+01	   1.7451215e+02	   4.3041858e+00	   3.7384215e-01	   1.4506028e+01	   3.4583043e+01	   6.7605569e-01	   2.9409187e+00	   9.0821212e+01	
   4.7704709e+01	  -4.4587000e+01	   1.7451445e+02	   4.5265858e+00	   3.9623297e-01	   1.4515268e+01	   3.4576727e+01	   6.8000000e-01	   2.8788111e+00	   9.0336340e+01	
   4.7705415e+01	  -4.4587000e+01	   1.7451647e+02	   4.7405055e+00	   4.2745739e-01	   1.4507703e+01	   3.4582884e+01	   6.6970297e-01	   3.0251741e+00	   9.0570651e+01	
   4.7706098e+01	  -4.4587000e+01	   1.7451842e+02	   4.4869345e+00	   3.9799100e-01	   1.4501867e+01	   3.4587133e+01	   6.4680264e-01	   3.0278808e+00	   9.0792203e+01	
   4.7706781e+01	  -4.4587000e+01	   1.7452140e+02	   3.9818080e+00	   4.2489221e-01	   1.4476169e+01	   3.4590403e+01	   6.5021396e-01	   3.0123367e+00	   8.9768653e+01	
   4.7707475e+01	  -4.4587000e+01	   1.7452364e+02	   3.7921011e+00	   3.5158388e-01	   1.4465071e+01	   3.4596750e+01	   6.6367948e-01	   3.0735450e+00	   9.1060847e+01	
   4.7708169e+01	  -4.4587000e+01	   1.7452563e+02	   5.1318576e+00	   4.7742308e-01	   1.4452613e+01	   3.4597187e+01	   6.5542593e-01	   3.0445592e+00	   8.9976568e+01	
   4.7708864e+01	  -4.4587000e+01	   1.7452842e+02	   3.7290230e+00	   3.3559967e-01	   1.4440334e+01	   3.4596194e+01	   6.7474956e-01	   2.9935231e+00	   9.0777755e+01	
