   DOY	   lat	   lon	   DMSsw	   DMSsw_se	SST	Salinity	Fluorescence	Ship Speed	Ship Heading	Chl
   3.1509867e+02	   4.7925109e+01	  -4.7583337e+01	   5.9059094e-01	   7.4671881e-02	   4.7941267e+00	   3.3773409e+01	   1.0693666e+02	   9.8621779e+00	   2.9016225e+01	   2.1223455e-01	
   3.1510216e+02	   4.7936176e+01	  -4.7570824e+01	   6.1535580e-01	   8.4178231e-02	   4.8107054e+00	   3.3773006e+01	   9.9876347e+01	   1.0016956e+01	   3.2693889e+01	   2.4469487e-01	
   3.1510566e+02	   4.7946242e+01	  -4.7556758e+01	   6.0042757e-01	   7.9277370e-02	   4.8098591e+00	   3.3771344e+01	   1.0037133e+02	   9.6468113e+00	   2.9411532e+01	   2.3146965e-01	
   3.1510915e+02	   4.7956309e+01	  -4.7544037e+01	   6.0121102e-01	   7.6474799e-02	   4.8273449e+00	   3.3780124e+01	   9.8800000e+01	   9.6597801e+00	   2.9839493e+01	   2.4141386e-01	
   3.1511244e+02	   4.7966776e+01	  -4.7532224e+01	   5.9801602e-01	   7.8095910e-02	   4.7470378e+00	   3.3719244e+01	   1.0155135e+02	   9.2381757e+00	   2.9303604e+01	   2.2830538e-01	
   3.1514022e+02	   4.8047776e+01	  -4.7427224e+01	   7.1410379e-01	   9.0293544e-02	   4.7326168e+00	   3.3739498e+01	   9.9571086e+01	   9.4780261e+00	   3.1928402e+01	   3.1256200e-01	
   3.1514371e+02	   4.8056842e+01	  -4.7413737e+01	   6.3224151e-01	   7.7248419e-02	   4.7686737e+00	   3.3750989e+01	   1.0373158e+02	   9.4899999e+00	   3.1671788e+01	   2.7707702e-01	
   3.1514721e+02	   4.8066909e+01	  -4.7401091e+01	   6.3492431e-01	   7.8011787e-02	   4.8233531e+00	   3.3766982e+01	   9.7000000e+01	   9.2454040e+00	   2.3713379e+01	   2.6782245e-01	
   3.1515070e+02	   4.8076488e+01	  -4.7389537e+01	   6.2373249e-01	   7.6918471e-02	   4.9136756e+00	   3.3789649e+01	   1.0408781e+02	   9.0107318e+00	   2.8123269e+01	   3.1145723e-01	
   3.1515420e+02	   4.8086042e+01	  -4.7378958e+01	   5.9318634e-01	   7.1029750e-02	   5.0261018e+00	   3.3793481e+01	   1.0061006e+02	   8.7700000e+00	   2.6944827e+01	   2.5406745e-01	
   3.1515769e+02	   4.8096109e+01	  -4.7368891e+01	   5.7136277e-01	   7.1783971e-02	   5.0304705e+00	   3.3782556e+01	   1.0183159e+02	   9.2854395e+00	   2.4787184e+01	   3.4327075e-01	
   3.1516119e+02	   4.8106175e+01	  -4.7357825e+01	   5.7622768e-01	   7.3636701e-02	   5.0436031e+00	   3.3796378e+01	   1.1103712e+02	   9.4693814e+00	   2.7175987e+01	   2.7365253e-01	
   3.1516467e+02	   4.8117209e+01	  -4.7346791e+01	   5.0469972e-01	   6.1560440e-02	   5.1461364e+00	   3.3833761e+01	   1.1302533e+02	   9.2420889e+00	   2.5481195e+01	   3.4601239e-01	
   3.1516816e+02	   4.8127242e+01	  -4.7336758e+01	   5.3191930e-01	   6.8461055e-02	   5.2649006e+00	   3.3846727e+01	   1.1258321e+02	   9.2596764e+00	   2.3786179e+01	   3.4817390e-01	
   3.1517164e+02	   4.8137276e+01	  -4.7325724e+01	   7.2080923e-01	   8.3688334e-02	   5.3572238e+00	   3.3845465e+01	   1.1777895e+02	   9.2764707e+00	   2.6982025e+01	   3.6027250e-01	
   3.1517513e+02	   4.8147309e+01	  -4.7315691e+01	   6.3657094e-01	   7.8917946e-02	   5.4681922e+00	   3.3855247e+01	   1.2157502e+02	   9.0304887e+00	   2.5253547e+01	   3.5802723e-01	
   3.1517861e+02	   4.8158342e+01	  -4.7304658e+01	   6.7643288e-01	   7.9601236e-02	   5.5205599e+00	   3.3858801e+01	   1.1761876e+02	   9.5481244e+00	   2.5236195e+01	   3.8852222e-01	
   3.1518209e+02	   4.8168376e+01	  -4.7294624e+01	   6.4022551e-01	   7.2389507e-02	   5.5423882e+00	   3.3859350e+01	   1.2284719e+02	   9.2726188e+00	   2.4339014e+01	   3.7850739e-01	
   3.1518559e+02	   4.8178442e+01	  -4.7283558e+01	   5.6763838e-01	   6.5787804e-02	   5.5617677e+00	   3.3859398e+01	   1.2569403e+02	   9.1432293e+00	   2.7338479e+01	   4.4587423e-01	
   3.1518908e+02	   4.8188509e+01	  -4.7273491e+01	   5.0356575e-01	   6.6776412e-02	   5.5678141e+00	   3.3856816e+01	   1.2358428e+02	   8.8670198e+00	   2.6561733e+01	   4.0989606e-01	
   3.1519258e+02	   4.8198575e+01	  -4.7263425e+01	   6.6793862e-01	   8.3135708e-02	   5.5507496e+00	   3.3852985e+01	   1.1654154e+02	   9.2851315e+00	   2.6460497e+01	   4.3559002e-01	
   3.1519607e+02	   4.8208821e+01	  -4.7252358e+01	   6.4487669e-01	   7.3598575e-02	   5.5421105e+00	   3.3851517e+01	   1.1556855e+02	   9.1247577e+00	   2.5714979e+01	   4.1954460e-01	
   3.1519957e+02	   4.8219563e+01	  -4.7242291e+01	   6.2747183e-01	   6.7930092e-02	   5.5613572e+00	   3.3863905e+01	   1.2241371e+02	   9.1456304e+00	   2.4954686e+01	   4.2707246e-01	
   3.1520307e+02	   4.8229775e+01	  -4.7232225e+01	   5.3344588e-01	   6.4302411e-02	   5.5840936e+00	   3.3886670e+01	   1.3457861e+02	   9.2362048e+00	   2.5063550e+01	   4.9460045e-01	
   3.1520638e+02	   4.8239308e+01	  -4.7221691e+01	   6.5058053e-01	   7.2383441e-02	   5.6311286e+00	   3.3916040e+01	   1.5485366e+02	   9.6680326e+00	   2.6501619e+01	   6.2704648e-01	
   3.1523418e+02	   4.8319375e+01	  -4.7143625e+01	   8.3258156e-01	   9.2180262e-02	   6.2699710e+00	   3.3888275e+01	   1.3681259e+02	   9.1124938e+00	   2.7780417e+01	   5.9470010e-01	
   3.1523767e+02	   4.8329442e+01	  -4.7133558e+01	   6.7790288e-01	   7.1700121e-02	   6.3414805e+00	   3.3879654e+01	   1.3920000e+02	   9.3213828e+00	   2.7971996e+01	   5.7344379e-01	
   3.1524117e+02	   4.8339508e+01	  -4.7124492e+01	   6.5779910e-01	   7.4272283e-02	   6.4179908e+00	   3.3869513e+01	   1.2906772e+02	   9.4177123e+00	   2.6849778e+01	   5.7763693e-01	
   3.1524466e+02	   4.8350575e+01	  -4.7114425e+01	   6.3620708e-01	   6.7295335e-02	   6.4921568e+00	   3.3864440e+01	   1.2825935e+02	   9.3467230e+00	   3.0067260e+01	   5.4795686e-01	
   3.1524816e+02	   4.8360642e+01	  -4.7104358e+01	   6.5987293e-01	   7.1164958e-02	   6.5818809e+00	   3.3872001e+01	   1.2506874e+02	   8.9091234e+00	   2.7616937e+01	   5.5193255e-01	
   3.1525165e+02	   4.8370708e+01	  -4.7094292e+01	   7.1900615e-01	   7.6686736e-02	   6.7108679e+00	   3.3875027e+01	   1.2659385e+02	   9.4398177e+00	   2.8484881e+01	   6.0151330e-01	
   3.1525515e+02	   4.8380775e+01	  -4.7084225e+01	   8.1927125e-01	   8.0208493e-02	   6.8366572e+00	   3.3875756e+01	   1.2447869e+02	   9.0030216e+00	   2.7698892e+01	   5.8688376e-01	
   3.1525864e+02	   4.8390842e+01	  -4.7073237e+01	   6.9833891e-01	   7.5480270e-02	   6.9606688e+00	   3.3884955e+01	   1.2177179e+02	   9.6376290e+00	   3.0787797e+01	   6.1383665e-01	
   3.1526214e+02	   4.8399908e+01	  -4.7063092e+01	   6.6547051e-01	   7.2364518e-02	   7.0672798e+00	   3.3896695e+01	   1.2970676e+02	   8.7296219e+00	   2.8355827e+01	   6.1858021e-01	
   3.1526563e+02	   4.8409975e+01	  -4.7053025e+01	   7.3203474e-01	   7.6291740e-02	   7.1297930e+00	   3.3900973e+01	   1.2120203e+02	   9.3863130e+00	   2.9420748e+01	   5.3891914e-01	
   3.1526913e+02	   4.8420042e+01	  -4.7042958e+01	   8.7311240e-01	   8.7351309e-02	   7.1644026e+00	   3.3900685e+01	   1.2374653e+02	   8.8431880e+00	   2.4352485e+01	   5.3176516e-01	
   3.1527263e+02	   4.8430109e+01	  -4.7032891e+01	   7.6273073e-01	   7.5697579e-02	   7.1676774e+00	   3.3893486e+01	   1.2711717e+02	   9.4043434e+00	   3.1475322e+01	   5.3658698e-01	
   3.1527612e+02	   4.8440175e+01	  -4.7022737e+01	   9.6969462e-01	   9.8580427e-02	   7.1372911e+00	   3.3890010e+01	   1.2542384e+02	   8.9317505e+00	   3.3078875e+01	   5.5837219e-01	
   3.1527962e+02	   4.8450242e+01	  -4.7011758e+01	   8.8688810e-01	   9.0755638e-02	   7.0992779e+00	   3.3903123e+01	   1.3443955e+02	   8.8332991e+00	   2.8672451e+01	   5.6147790e-01	
   3.1528311e+02	   4.8460308e+01	  -4.7000692e+01	   9.9608540e-01	   1.0185222e-01	   7.0655750e+00	   3.3906569e+01	   1.2418634e+02	   9.6038354e+00	   3.0688271e+01	   5.1587990e-01	
   3.1528661e+02	   4.8470375e+01	  -4.6990438e+01	   1.0105285e+00	   9.8252120e-02	   7.0346813e+00	   3.3917994e+01	   1.2718124e+02	   9.5400038e+00	   3.2682000e+01	   6.0548195e-01	
   3.1529010e+02	   4.8480442e+01	  -4.6979558e+01	   9.0202136e-01	   8.8150916e-02	   7.0305221e+00	   3.3912770e+01	   1.2941599e+02	   8.6641201e+00	   3.2039503e+01	   5.7472150e-01	
   3.1529360e+02	   4.8490508e+01	  -4.6968237e+01	   9.3900926e-01	   9.2443377e-02	   7.0325949e+00	   3.3899380e+01	   1.2799834e+02	   9.1440703e+00	   3.2207025e+01	   5.7319234e-01	
   3.1529709e+02	   4.8500575e+01	  -4.6956425e+01	   9.8243388e-01	   9.3866123e-02	   7.0294850e+00	   3.3886136e+01	   1.3179634e+02	   9.0264821e+00	   3.3290647e+01	   5.7166323e-01	
   3.1530037e+02	   4.8510008e+01	  -4.6945992e+01	   9.7062407e-01	   9.9126139e-02	   7.0258841e+00	   3.3878194e+01	   1.2420878e+02	   9.7396657e+00	   3.5781891e+01	   5.0508657e-01	
   3.1532813e+02	   4.8591975e+01	  -4.6855025e+01	   9.7994808e-01	   9.4817518e-02	   6.9458699e+00	   3.3842999e+01	   1.1748747e+02	   8.4791232e+00	   3.0951415e+01	   4.8746195e-01	
   3.1533163e+02	   4.8602042e+01	  -4.6842958e+01	   9.7035702e-01	   9.3558278e-02	   6.9789229e+00	   3.3849419e+01	   1.1864792e+02	   9.3668750e+00	   2.8794896e+01	   4.0360687e-01	
   3.1533513e+02	   4.8612108e+01	  -4.6830892e+01	   9.7359761e-01	   9.0876478e-02	   7.0316514e+00	   3.3853116e+01	   1.2213508e+02	   9.0897359e+00	   3.1709654e+01	   4.7962305e-01	
   3.1533862e+02	   4.8622175e+01	  -4.6818825e+01	   1.0941609e+00	   1.0296129e-01	   7.0467688e+00	   3.3847451e+01	   1.1534977e+02	   9.5239906e+00	   2.9954835e+01	   4.3888092e-01	
   3.1534210e+02	   4.8632208e+01	  -4.6806792e+01	   9.2167301e-01	   8.7852763e-02	   7.0370877e+00	   3.3841000e+01	   1.1392492e+02	   8.9958025e+00	   3.1635238e+01	   4.3254818e-01	
   3.1534559e+02	   4.8643242e+01	  -4.6795638e+01	   1.0066006e+00	   9.1063692e-02	   7.0320053e+00	   3.3839679e+01	   1.1562800e+02	   9.0894693e+00	   3.6153555e+01	   4.5723894e-01	
   3.1534907e+02	   4.8653275e+01	  -4.6783725e+01	   9.2188861e-01	   9.0967756e-02	   7.0381938e+00	   3.3843596e+01	   1.1668910e+02	   9.1409953e+00	   3.2120213e+01	   4.7214377e-01	
   3.1535256e+02	   4.8664308e+01	  -4.6771692e+01	   8.1704278e-01	   7.8528494e-02	   7.0320918e+00	   3.3846108e+01	   1.1527740e+02	   9.6131515e+00	   2.9263701e+01	   4.5903614e-01	
   3.1535604e+02	   4.8674342e+01	  -4.6760658e+01	   8.3292099e-01	   8.5483360e-02	   7.0072022e+00	   3.3848039e+01	   1.1838799e+02	   9.2919538e+00	   3.0371550e+01	   5.5408443e-01	
   3.1535952e+02	   4.8685375e+01	  -4.6749625e+01	   1.0433759e+00	   1.0221711e-01	   6.9751754e+00	   3.3848925e+01	   1.1973130e+02	   9.6562608e+00	   3.0213518e+01	   5.2629773e-01	
   3.1536301e+02	   4.8695408e+01	  -4.6738592e+01	   8.7319957e-01	   8.7738814e-02	   6.9488631e+00	   3.3848022e+01	   1.2434479e+02	   8.9877682e+00	   2.9314457e+01	   5.6377363e-01	
   3.1536649e+02	   4.8706442e+01	  -4.6727338e+01	   8.1718223e-01	   7.7581528e-02	   6.9434753e+00	   3.3847742e+01	   1.2373517e+02	   9.1294763e+00	   2.7519622e+01	   5.8898073e-01	
   3.1536997e+02	   4.8716475e+01	  -4.6715525e+01	   8.6543434e-01	   8.1677808e-02	   6.9514548e+00	   3.3849381e+01	   1.1841507e+02	   9.0936547e+00	   3.3327555e+01	   5.1277061e-01	
   3.1537346e+02	   4.8727508e+01	  -4.6703492e+01	   8.8664022e-01	   9.3166752e-02	   6.9690164e+00	   3.3851120e+01	   1.1990000e+02	   9.3473688e+00	   2.9991194e+01	   4.9858705e-01	
   3.1537695e+02	   4.8737575e+01	  -4.6692138e+01	   9.2994065e-01	   9.6096767e-02	   6.9923961e+00	   3.3851899e+01	   1.1812974e+02	   9.5233900e+00	   3.0432480e+01	   4.8637286e-01	
   3.1538044e+02	   4.8748608e+01	  -4.6680392e+01	   9.2029746e-01	   9.5165234e-02	   7.0155120e+00	   3.3852553e+01	   1.1365120e+02	   9.1607211e+00	   3.0846847e+01	   4.6396199e-01	
   3.1538392e+02	   4.8759642e+01	  -4.6668358e+01	   8.5496330e-01	   9.1677749e-02	   7.0244246e+00	   3.3851572e+01	   1.1613584e+02	   8.7849141e+00	   3.0351850e+01	   4.9948416e-01	
   3.1538741e+02	   4.8769675e+01	  -4.6656988e+01	   8.6883809e-01	   9.3575242e-02	   7.0226988e+00	   3.3851663e+01	   1.1635298e+02	   9.5226517e+00	   3.1429819e+01	   5.3115971e-01	
   3.1539089e+02	   4.8780708e+01	  -4.6644938e+01	   8.0472857e-01	   7.9822442e-02	   7.0205646e+00	   3.3850442e+01	   1.1834079e+02	   8.9307009e+00	   3.5333773e+01	   5.4127434e-01	
   3.1539425e+02	   4.8791375e+01	  -4.6633625e+01	   9.7477778e-01	   9.9476479e-02	   7.0208562e+00	   3.3852707e+01	   1.1668645e+02	   9.3243793e+00	   3.0132599e+01	   4.7575140e-01	
   3.1542209e+02	   4.8876575e+01	  -4.6541425e+01	   9.2492629e-01	   9.2827556e-02	   7.1488641e+00	   3.3847787e+01	   1.1713204e+02	   9.5060773e+00	   3.3726636e+01	   4.7624578e-01	
   3.1542559e+02	   4.8887641e+01	  -4.6529359e+01	   8.3000134e-01	   7.8526216e-02	   7.1753582e+00	   3.3849389e+01	   1.1339239e+02	   9.4219022e+00	   2.6767005e+01	   4.9966736e-01	
   3.1542908e+02	   4.8898708e+01	  -4.6518938e+01	   8.3439998e-01	   8.4231129e-02	   7.1878540e+00	   3.3852146e+01	   1.1420621e+02	   9.0094974e+00	   3.3999101e+01	   5.4886429e-01	
   3.1543258e+02	   4.8908387e+01	  -4.6507613e+01	   8.9247401e-01	   9.1271427e-02	   7.1853964e+00	   3.3849226e+01	   1.1653779e+02	   5.9250199e+00	   2.5031936e+01	   5.7606918e-01	
   3.1543607e+02	   4.8914421e+01	  -4.6500159e+01	   9.3554817e-01	   8.7456330e-02	   7.1798635e+00	   3.3852748e+01	   1.1612144e+02	   5.6073421e+00	   3.2008457e+01	   5.6211098e-01	
   3.1543957e+02	   4.8924908e+01	  -4.6489092e+01	   9.8256215e-01	   9.5199409e-02	   7.1602686e+00	   3.3851445e+01	   1.1311719e+02	   9.6242374e+00	   2.9910995e+01	   5.4815239e-01	
   3.1544307e+02	   4.8935975e+01	  -4.6476538e+01	   8.6548906e-01	   8.5557016e-02	   7.0956945e+00	   3.3849751e+01	   1.1561515e+02	   9.3906829e+00	   3.2341289e+01	   5.3419380e-01	
   3.1544656e+02	   4.8946041e+01	  -4.6463438e+01	   8.6756137e-01	   8.6448869e-02	   7.0464959e+00	   3.3856154e+01	   1.1569291e+02	   9.6401487e+00	   3.7048087e+01	   5.2023561e-01	
   3.1545006e+02	   4.8956662e+01	  -4.6450892e+01	   8.4723373e-01	   8.7796869e-02	   7.0370496e+00	   3.3863635e+01	   1.1118491e+02	   9.5798566e+00	   3.5582954e+01	   5.0627702e-01	
   3.1545355e+02	   4.8967175e+01	  -4.6437825e+01	   7.9151138e-01	   8.0470592e-02	   6.9511390e+00	   3.3870645e+01	   1.1342075e+02	   9.7120750e+00	   3.6895998e+01	   4.9231843e-01	
   3.1545705e+02	   4.8977241e+01	  -4.6424138e+01	   7.9675840e-01	   8.1200361e-02	   6.8601202e+00	   3.3885166e+01	   1.1971379e+02	   9.5662071e+00	   3.6367821e+01	   4.7835984e-01	
   3.1546054e+02	   4.8987308e+01	  -4.6411692e+01	   9.0702141e-01	   9.5224189e-02	   6.7012814e+00	   3.3893796e+01	   1.2602587e+02	   9.1234389e+00	   3.6081224e+01	   4.8125107e-01	
   3.1546404e+02	   4.8998375e+01	  -4.6398938e+01	   1.1169523e+00	   1.1288323e-01	   6.5646090e+00	   3.3892419e+01	   1.2046285e+02	   9.5218886e+00	   3.5661666e+01	   4.9395811e-01	
   3.1546753e+02	   4.9008441e+01	  -4.6386559e+01	   9.8021669e-01	   9.0444494e-02	   6.5176872e+00	   3.3885119e+01	   1.1808687e+02	   8.9257579e+00	   3.2328681e+01	   5.3716194e-01	
   3.1547103e+02	   4.9018508e+01	  -4.6374492e+01	   9.9686640e-01	   9.3661219e-02	   6.4806860e+00	   3.3880795e+01	   1.1990468e+02	   9.2752700e+00	   3.4173692e+01	   5.1448390e-01	
   3.1547451e+02	   4.9028541e+01	  -4.6362459e+01	   1.0015778e+00	   9.8488577e-02	   6.4811017e+00	   3.3875092e+01	   1.0797532e+02	   9.0977057e+00	   3.1345359e+01	   4.8976950e-01	
   3.1547800e+02	   4.9038574e+01	  -4.6349638e+01	   7.6971114e-01	   8.3107098e-02	   6.5193512e+00	   3.3868206e+01	   1.0590000e+02	   9.2821242e+00	   3.7686538e+01	   4.4063992e-01	
   3.1548148e+02	   4.9048608e+01	  -4.6337588e+01	   7.7640975e-01	   7.5683634e-02	   6.6130449e+00	   3.3859998e+01	   1.2014704e+02	   9.5350915e+00	   3.7018436e+01	   4.8307395e-01	
   3.1548496e+02	   4.9058641e+01	  -4.6325538e+01	   8.4123415e-01	   8.5862538e-02	   6.7286628e+00	   3.3859997e+01	   1.2455164e+02	   9.3628010e+00	   3.4842765e+01	   4.9887682e-01	
   3.1548826e+02	   4.9068141e+01	  -4.6313288e+01	   9.7928569e-01	   1.0113139e-01	   6.8215270e+00	   3.3863513e+01	   1.0663067e+02	   9.4636192e+00	   3.6986036e+01	   5.0572610e-01	
   3.1551605e+02	   4.9142587e+01	  -4.6207238e+01	   1.0260079e+00	   9.8897216e-02	   7.1389568e+00	   3.3833183e+01	   1.0449529e+02	   9.2542940e+00	   3.9109142e+01	   6.2047967e-01	
   3.1551955e+02	   4.9152241e+01	  -4.6194139e+01	   9.7196620e-01	   9.6470811e-02	   7.1753812e+00	   3.3832880e+01	   1.0330960e+02	   9.6280164e+00	   3.9137866e+01	   5.9001511e-01	
   3.1552304e+02	   4.9161308e+01	  -4.6180692e+01	   7.8523557e-01	   7.6413880e-02	   7.2035346e+00	   3.3830823e+01	   1.0839231e+02	   8.7011541e+00	   3.9703153e+01	   6.0508130e-01	
   3.1552654e+02	   4.9170374e+01	  -4.6166938e+01	   9.2468755e-01	   9.3592017e-02	   7.2196370e+00	   3.3828419e+01	   1.2248106e+02	   9.5638332e+00	   3.9633973e+01	   6.0567879e-01	
   3.1553003e+02	   4.9180441e+01	  -4.6153838e+01	   1.0038413e+00	   1.0253375e-01	   7.2228397e+00	   3.3822168e+01	   1.1267060e+02	   9.7470561e+00	   4.1987490e+01	   5.2695870e-01	
   3.1553353e+02	   4.9189508e+01	  -4.6140739e+01	   1.0119107e+00	   9.8174258e-02	   7.2141447e+00	   3.3816326e+01	   1.0808017e+02	   8.9343344e+00	   3.8883856e+01	   5.5957433e-01	
   3.1553702e+02	   4.9199574e+01	  -4.6128426e+01	   9.7169149e-01	   9.2252250e-02	   7.2030023e+00	   3.3805164e+01	   1.1556136e+02	   9.4408678e+00	   3.6922384e+01	   5.7242561e-01	
   3.1554052e+02	   4.9208641e+01	  -4.6115538e+01	   1.0744171e+00	   1.0281733e-01	   7.2357776e+00	   3.3794849e+01	   1.2218447e+02	   9.4784679e+00	   3.8252600e+01	   7.4088366e-01	
   3.1554400e+02	   4.9218674e+01	  -4.6103489e+01	   1.1957353e+00	   1.2133453e-01	   7.3021887e+00	   3.3788605e+01	   1.1556460e+02	   9.0308441e+00	   3.9780811e+01	   6.8370659e-01	
   3.1554749e+02	   4.9227708e+01	  -4.6090438e+01	   1.2971879e+00	   1.2135849e-01	   7.3816993e+00	   3.3786115e+01	   1.1299449e+02	   1.0013246e+01	   3.8737387e+01	   6.9279665e-01	
   3.1555098e+02	   4.9237774e+01	  -4.6077339e+01	   1.1273216e+00	   1.0332430e-01	   7.4512713e+00	   3.3789155e+01	   1.3128554e+02	   1.0031146e+01	   3.6460178e+01	   6.5701755e-01	
   3.1555448e+02	   4.9247841e+01	  -4.6065159e+01	   1.1296030e+00	   1.0139413e-01	   7.4727284e+00	   3.3791736e+01	   1.2602385e+02	   9.8343128e+00	   3.6746328e+01	   6.8252402e-01	
   3.1555797e+02	   4.9256907e+01	  -4.6052093e+01	   1.0729289e+00	   1.0279886e-01	   7.4602574e+00	   3.3791568e+01	   1.2001571e+02	   9.3751893e+00	   3.8324990e+01	   6.3459897e-01	
   3.1556147e+02	   4.9266974e+01	  -4.6039038e+01	   1.1818646e+00	   1.1957924e-01	   7.4493128e+00	   3.3792686e+01	   1.1133957e+02	   9.6695725e+00	   3.7681837e+01	   6.6810546e-01	
   3.1556496e+02	   4.9277041e+01	  -4.6025939e+01	   1.1088485e+00	   1.0190015e-01	   7.4514939e+00	   3.3799516e+01	   1.2177567e+02	   9.7539074e+00	   3.8421874e+01	   6.0932306e-01	
   3.1556846e+02	   4.9287108e+01	  -4.6012892e+01	   1.1211351e+00	   1.0605321e-01	   7.4488516e+00	   3.3806197e+01	   1.2125072e+02	   8.8644499e+00	   3.9653549e+01	   6.4064533e-01	
   3.1557195e+02	   4.9297174e+01	  -4.5999738e+01	   1.1202992e+00	   1.0089163e-01	   7.4346541e+00	   3.3822766e+01	   1.1756626e+02	   9.7961043e+00	   3.6259866e+01	   6.3702611e-01	
