   DOY	   lat	   lon	   DMSsw	   DMSsw_se	SST	Salinity	Fluorescence	Ship Speed	Ship Heading	Chl
   2.5001359e+02	   4.4378000e+01	  -4.3314000e+01	   2.0208748e+00	   4.9890213e-02	   1.8632610e+01	   3.3411160e+01	   8.7568398e+01	   2.3160243e-02	   1.8469210e+02	   1.0221273e-01	
   2.5002766e+02	   4.4379000e+01	  -4.3311000e+01	   1.9783910e+00	   5.0961930e-02	   1.8564881e+01	   3.3408675e+01	   8.9268784e+01	  -1.0687836e-01	   1.6972499e+02	   9.4296917e-02	
   2.5005581e+02	   4.4379279e+01	  -4.3305000e+01	   2.0560057e+00	   4.6452076e-02	   1.8543247e+01	   3.3394488e+01	   8.5930149e+01	   8.1342961e-03	   2.3951164e+02	   8.8935676e-02	
   2.5006988e+02	   4.4380000e+01	  -4.3305000e+01	   2.0544230e+00	   4.5449570e-02	   1.8473119e+01	   3.3388891e+01	   8.6402483e+01	   9.9503310e-02	   2.4949752e+02	   8.7891043e-02	
   2.5008396e+02	   4.4380000e+01	  -4.3305000e+01	   2.0407486e+00	   4.6702168e-02	   1.8480256e+01	   3.3381975e+01	   8.6930358e+01	  -7.1716866e-02	   2.2420000e+02	   8.6846418e-02	
   2.5009803e+02	   4.4381000e+01	  -4.3304000e+01	   2.1708506e+00	   5.0128969e-02	   1.8447031e+01	   3.3376756e+01	   8.5075044e+01	  -3.2296430e-02	   2.2444792e+02	   8.5801786e-02	
   2.5011210e+02	   4.4382000e+01	  -4.3303000e+01	   2.1729100e+00	   4.9576670e-02	   1.8372395e+01	   3.3371085e+01	   8.5463755e+01	   3.6375480e-02	   2.2471499e+02	   8.4757153e-02	
   2.5012618e+02	   4.4383000e+01	  -4.3301000e+01	   2.1135989e+00	   5.0162110e-02	   1.8361627e+01	   3.3366100e+01	   8.6872914e+01	  -1.5404115e-01	   2.0367291e+02	   8.3712521e-02	
   2.5014025e+02	   4.4385000e+01	  -4.3298000e+01	   2.0363738e+00	   4.6228509e-02	   1.8351489e+01	   3.3362179e+01	   8.6400000e+01	  -2.3679291e-01	   2.0356414e+02	   8.2667896e-02	
   2.5015433e+02	   4.4387000e+01	  -4.3296000e+01	   1.9932097e+00	   4.6549741e-02	   1.8335557e+01	   3.3357589e+01	   8.7342706e+01	   2.8936927e-01	   4.5022201e+01	   8.1623264e-02	
   2.5016840e+02	   4.4417562e+01	  -4.3258584e+01	   1.8435037e+00	   4.2485830e-02	   1.8441658e+01	   3.3354346e+01	   8.6371266e+01	   1.2338326e+01	   4.1995702e+01	   8.0578631e-02	
   2.5018247e+02	   4.4470362e+01	  -4.3195638e+01	   1.9882845e+00	   4.6383145e-02	   1.8520151e+01	   3.3357454e+01	   8.6048304e+01	   1.2344152e+01	   4.1427544e+01	   7.9533999e-02	
   2.5019655e+02	   4.4524162e+01	  -4.3132838e+01	   2.0391320e+00	   4.7288595e-02	   1.8449764e+01	   3.3404177e+01	   8.4635236e+01	   1.2309715e+01	   4.1404135e+01	   7.8489374e-02	
   2.5021062e+02	   4.4577962e+01	  -4.3070038e+01	   2.0247243e+00	   4.7849783e-02	   1.8415442e+01	   3.3485873e+01	   8.6900000e+01	   1.2362665e+01	   4.1761590e+01	   7.7444741e-02	
   2.5026592e+02	   4.4778574e+01	  -4.2821138e+01	   1.8219295e+00	   3.8494169e-02	   1.8731018e+01	   3.3347670e+01	   8.3000000e+01	   1.2272768e+01	   4.1114881e+01	   7.3340101e-02	
   2.5028000e+02	   4.4828662e+01	  -4.2759338e+01	   1.7956686e+00	   3.9358630e-02	   1.8906374e+01	   3.3363426e+01	   8.2446119e+01	   1.2361680e+01	   4.0990730e+01	   7.2295469e-02	
   2.5029407e+02	   4.4879462e+01	  -4.2696538e+01	   1.8335280e+00	   4.2501662e-02	   1.8738816e+01	   3.3402954e+01	   8.0284674e+01	   1.2247682e+01	   4.1382056e+01	   7.1250836e-02	
   2.5030815e+02	   4.4931174e+01	  -4.2634738e+01	   1.8475680e+00	   4.2280800e-02	   1.8866808e+01	   3.3420332e+01	   8.0395302e+01	   1.2498658e+01	   4.2056376e+01	   7.0206204e-02	
   2.5033629e+02	   4.5033861e+01	  -4.2513139e+01	   2.2141360e+00	   5.6827263e-02	   1.8939220e+01	   3.3573548e+01	   8.4386144e+01	   1.2351386e+01	   4.0620479e+01	   6.8116947e-02	
   2.5035037e+02	   4.5084774e+01	  -4.2454339e+01	   2.2251087e+00	   6.4295198e-02	   1.8991177e+01	   3.3634602e+01	   8.0980560e+01	   1.2309687e+01	   4.0346705e+01	   7.6366360e-02	
   2.5036444e+02	   4.5136308e+01	  -4.2397539e+01	   2.1337606e+00	   7.8374457e-02	   1.8700577e+01	   3.3839069e+01	   8.4984605e+01	   1.2096921e+01	   4.0599989e+01	   8.5854955e-02	
   2.5037852e+02	   4.5188261e+01	  -4.2340159e+01	   2.6330753e+00	   9.8015071e-02	   1.8365933e+01	   3.4013408e+01	   9.0300000e+01	   1.2138981e+01	   4.0878343e+01	   9.5964249e-02	
   2.5039259e+02	   4.5242374e+01	  -4.2284939e+01	   2.3218717e+00	   9.0249450e-02	   1.8316663e+01	   3.3935114e+01	   9.0300000e+01	   1.2398776e+01	   4.1755775e+01	   8.5244763e-02	
   2.5040666e+02	   4.5295861e+01	  -4.2229093e+01	   2.6386284e+00	   1.0169639e-01	   1.8224480e+01	   3.3707582e+01	   8.9339860e+01	   1.2403238e+01	   4.1590748e+01	   9.8732771e-02	
   2.5042074e+02	   4.5346661e+01	  -4.2167339e+01	   2.3393419e+00	   9.4389259e-02	   1.8166722e+01	   3.3773198e+01	   8.4800000e+01	   1.2476608e+01	   4.4064338e+01	   9.0847213e-02	
   2.5043481e+02	   4.5395974e+01	  -4.2105539e+01	   2.8176037e+00	   1.0868553e-01	   1.7608129e+01	   3.3573613e+01	   8.8006999e+01	   1.2270261e+01	   4.4459121e+01	   9.4848632e-02	
   2.5044889e+02	   4.5445261e+01	  -4.2043739e+01	   2.1201927e+00	   7.7496662e-02	   1.9894863e+01	   3.3534112e+01	   8.3446343e+01	   1.2506805e+01	   4.3024634e+01	   9.4958931e-02	
   2.5046296e+02	   4.5494041e+01	  -4.1980939e+01	   2.1568621e+00	   8.0139175e-02	   2.0740245e+01	   3.4699059e+01	   8.1185759e+01	   1.2145493e+01	   4.4781690e+01	   9.6201806e-02	
   2.5047703e+02	   4.5540861e+01	  -4.1916139e+01	   1.9213013e+00	   7.2572663e-02	   2.0694034e+01	   3.5112778e+01	   8.3054946e+01	   1.2260000e+01	   4.4485252e+01	   8.5040375e-02	
   2.5049111e+02	   4.5588107e+01	  -4.1851339e+01	   1.9036657e+00	   6.8098616e-02	   2.0745764e+01	   3.5200413e+01	   8.2923221e+01	   1.2193034e+01	   4.5221423e+01	   8.4953612e-02	
   2.5050518e+02	   4.5636461e+01	  -4.1785539e+01	   1.7741218e+00	   6.2093806e-02	   2.0695143e+01	   3.5252201e+01	   8.1500000e+01	   1.2512025e+01	   4.4343804e+01	   8.2803394e-02	
   2.5051926e+02	   4.5683261e+01	  -4.1719739e+01	   1.8773015e+00	   6.6961881e-02	   2.0730896e+01	   3.5277922e+01	   8.2060853e+01	   1.2397398e+01	   4.3399945e+01	   9.6912169e-02	
   2.5053333e+02	   4.5730707e+01	  -4.1652939e+01	   1.7656841e+00	   6.2661101e-02	   2.0743677e+01	   3.5248040e+01	   8.1523262e+01	   1.2084139e+01	   4.4604224e+01	   9.6644582e-02	
   2.5066560e+02	   4.6221640e+01	  -4.1040540e+01	   1.8164230e+00	   6.2135232e-02	   2.0481182e+01	   3.5400902e+01	   8.2172276e+01	   1.2380796e+01	   3.9151916e+01	   1.0560416e-01	
   2.5067967e+02	   4.6277173e+01	  -4.0975740e+01	   1.5252876e+00	   5.1606928e-02	   2.0353759e+01	   3.5302491e+01	   7.9351962e+01	   1.2435196e+01	   4.0000812e+01	   1.0341823e-01	
   2.5069375e+02	   4.6330707e+01	  -4.0911940e+01	   1.4461641e+00	   4.9209880e-02	   2.0961662e+01	   3.5196423e+01	   7.9141898e+01	   1.2259401e+01	   3.9888029e+01	   9.2100000e-02	
   2.5070782e+02	   4.6385240e+01	  -4.0848140e+01	   1.6500215e+00	   5.4700089e-02	   2.0428015e+01	   3.5298830e+01	   8.0850097e+01	   1.2397601e+01	   3.9536085e+01	   9.5085683e-02	
   2.5072190e+02	   4.6440660e+01	  -4.0785340e+01	   1.9256975e+00	   6.6512758e-02	   2.0398478e+01	   3.5400722e+01	   7.6470027e+01	   1.2252267e+01	   3.9486649e+01	   6.2370940e-02	
   2.5073597e+02	   4.6495460e+01	  -4.0723540e+01	   1.8788702e+00	   6.6287236e-02	   2.0166251e+01	   3.5517319e+01	   8.0316170e+01	   1.2346213e+01	   3.9745958e+01	   6.8943010e-02	
   2.5075004e+02	   4.6548260e+01	  -4.0656740e+01	   2.3347498e+00	   8.1834423e-02	   1.9874670e+01	   3.5630533e+01	   8.3137529e+01	   1.2375801e+01	   4.4490060e+01	   6.7377169e-02	
   2.5076412e+02	   4.6600373e+01	  -4.0589940e+01	   2.6236000e+00	   8.9428189e-02	   1.9973212e+01	   3.5731496e+01	   8.4970175e+01	   1.2397462e+01	   4.4137310e+01	   7.3497695e-02	
   2.5077819e+02	   4.6651860e+01	  -4.0523187e+01	   2.5863690e+00	   8.7377398e-02	   2.0052933e+01	   3.5677643e+01	   8.3232734e+01	   1.2098885e+01	   4.8818705e+01	   8.0299867e-02	
   2.5083125e+02	   4.6843059e+01	  -4.0286941e+01	   1.0724773e+01	   3.5380514e-01	   1.9085935e+01	   3.5706508e+01	   1.2626447e+02	   1.1796492e+01	   3.8417767e+01	   1.4735464e-01	
   2.5084532e+02	   4.6896859e+01	  -4.0232761e+01	   3.8127023e+00	   9.6332482e-02	   1.9123397e+01	   3.5840303e+01	   1.2739312e+02	   1.2064641e+01	   3.9371857e+01	   2.2232138e-01	
   2.5085940e+02	   4.6948659e+01	  -4.0179341e+01	   3.7303230e+00	   1.0524346e-01	   1.9309893e+01	   3.5871923e+01	   1.0453626e+02	   1.1973407e+01	   4.0011355e+01	   9.4904045e-02	
   2.5088754e+02	   4.7041839e+01	  -4.0073741e+01	   2.1198671e+00	   5.7393971e-02	   1.9569929e+01	   3.5767321e+01	   9.0018708e+01	   1.1913213e+01	   3.9746516e+01	   1.1480648e-01	
   2.5090162e+02	   4.7087059e+01	  -4.0011941e+01	   2.1726333e+00	   5.6954227e-02	   1.9610712e+01	   3.5676829e+01	   9.3188190e+01	   1.2117638e+01	   4.0762730e+01	   1.2164769e-01	
   2.5092977e+02	   4.7139000e+01	  -4.0055098e+01	   1.9586027e+00	   5.0260361e-02	   1.9579010e+01	   3.5581424e+01	   9.3195245e+01	   1.1718308e+01	   2.7020238e+02	   1.1887026e-01	
   2.5094384e+02	   4.7141000e+01	  -4.0154431e+01	   2.1998996e+00	   5.9158674e-02	   1.9535265e+01	   3.5563400e+01	   9.1783522e+01	   1.1831099e+01	   2.6929725e+02	   9.4930009e-02	
   2.5097199e+02	   4.7145000e+01	  -4.0352098e+01	   3.1794217e+00	   8.6558912e-02	   1.9260745e+01	   3.5661782e+01	   8.5700000e+01	   1.1921169e+01	   2.6518441e+02	   8.5881010e-02	
   2.5098606e+02	   4.7146000e+01	  -4.0448431e+01	   3.5494200e+00	   1.0371456e-01	   1.8859141e+01	   3.5760174e+01	   1.4945851e+02	   1.1927011e+01	   2.6154277e+02	   2.8935125e-01	
   2.5101421e+02	   4.7131181e+01	  -4.0577722e+01	   2.2961048e+00	   6.2465672e-02	   1.9789899e+01	   3.5845896e+01	   8.7200000e+01	   1.2146391e+01	   1.0197131e+02	   9.2496711e-02	
   2.5102828e+02	   4.7121000e+01	  -4.0479569e+01	   4.9991167e+00	   1.2873857e-01	   1.9355495e+01	   3.5701873e+01	   9.3137713e+01	   1.2513771e+01	   1.0445696e+02	   1.7736168e-01	
   2.5104236e+02	   4.7109647e+01	  -4.0384236e+01	   4.1021879e+00	   1.5478274e-01	   1.8878179e+01	   3.5750487e+01	   1.3463496e+02	   1.2202331e+01	   1.0659386e+02	   3.2147171e-01	
   2.5105643e+02	   4.7097381e+01	  -4.0289522e+01	   3.4951226e+00	   9.5578187e-02	   1.9242663e+01	   3.5841387e+01	   1.0211250e+02	   1.2255306e+01	   1.0656639e+02	   8.4185715e-02	
   2.5107051e+02	   4.7084000e+01	  -4.0193570e+01	   2.6789857e+00	   9.7029003e-02	   1.9493558e+01	   3.5829305e+01	   8.6286133e+01	   1.2337869e+01	   1.0734059e+02	   8.8117953e-02	
   2.5108458e+02	   4.7075000e+01	  -4.0124000e+01	   2.5472195e+00	   9.5348114e-02	   1.9559197e+01	   3.5787017e+01	   8.7920585e+01	   7.4373934e-01	   2.0000686e+02	   1.0799223e-01	
   2.5109865e+02	   4.7075000e+01	  -4.0122000e+01	   2.1079253e+00	   6.2178470e-02	   1.9584235e+01	   3.5779294e+01	   8.9651608e+01	   5.4064320e-01	   2.2151935e+02	   1.1436202e-01	
   2.5111273e+02	   4.7077000e+01	  -4.0118000e+01	   2.0555892e+00	   8.0807090e-02	   1.9575422e+01	   3.5753188e+01	   8.9340671e+01	   4.8256940e-02	   2.4966279e+02	   1.0685522e-01	
   2.5116803e+02	   4.7082000e+01	  -4.0099000e+01	   2.4287100e+00	   9.6840694e-02	   1.9577102e+01	   3.5744096e+01	   8.9189205e+01	  -1.0084520e-01	   2.6449577e+02	   1.1737157e-01	
   2.5118210e+02	   4.7084000e+01	  -4.0098000e+01	   1.8102777e+00	   4.4535028e-02	   1.9534497e+01	   3.5737121e+01	   8.7686725e+01	   7.0757802e-01	   2.6457266e+02	   1.1641732e-01	
   2.5119618e+02	   4.7087000e+01	  -4.0092147e+01	   1.9888180e+00	   5.2832411e-02	   1.9517241e+01	   3.5714836e+01	   8.8800000e+01	  -7.9673593e-01	   2.1775045e+02	   1.1546308e-01	
   2.5121025e+02	   4.7085000e+01	  -4.0084000e+01	   2.2126279e+00	   7.2268904e-02	   1.9517950e+01	   3.5687840e+01	   8.7283415e+01	   2.8331695e-01	   2.3115590e+02	   1.1450884e-01	
   2.5122433e+02	   4.7082000e+01	  -4.0078614e+01	   2.1035749e+00	   5.6278991e-02	   1.9501114e+01	   3.5675130e+01	   8.5973995e+01	  -6.2050841e-02	   2.4649155e+02	   1.1355459e-01	
   2.5123840e+02	   4.7083000e+01	  -4.0072000e+01	   2.0596972e+00	   5.7825211e-02	   1.9476930e+01	   3.5660743e+01	   8.5333946e+01	   6.7610091e-01	   2.8580505e+02	   1.1260034e-01	
   2.5128062e+02	   4.7074000e+01	  -4.0063000e+01	   2.2889996e+00	   6.8791231e-02	   1.9435190e+01	   3.5636393e+01	   8.4335727e+01	   5.4500904e-01	   2.8168115e+02	   1.1369608e-01	
   2.5131641e+02	   4.7064014e+01	  -4.0060000e+01	   1.4055824e+00	   3.5667909e-02	   1.9481776e+01	   3.5640511e+01	   8.6935865e+01	   6.9086076e-01	   2.3759713e+02	   1.0066302e-01	
   2.5133048e+02	   4.7056748e+01	  -4.0062000e+01	   2.4412833e+00	   7.2506823e-02	   1.9509849e+01	   3.5645574e+01	   8.6601873e+01	   1.1647659e+00	   2.5942430e+02	   8.7026612e-02	
   2.5134456e+02	   4.7051000e+01	  -4.0065000e+01	   2.1435912e+00	   6.4599716e-02	   1.9522863e+01	   3.5649000e+01	   8.5567126e+01	   8.7342515e-01	   2.5965571e+02	   9.3287406e-02	
   2.5135863e+02	   4.7045214e+01	  -4.0070000e+01	   2.1296786e+00	   6.0000770e-02	   1.9529957e+01	   3.5655471e+01	   8.4435715e+01	   9.2071445e-01	   2.5947857e+02	   8.9512285e-02	
   2.5137271e+02	   4.7038948e+01	  -4.0074000e+01	   1.9137668e+00	   5.3732832e-02	   1.9527216e+01	   3.5666521e+01	   8.5452243e+01	   8.1328232e-01	   2.1980000e+02	   8.7442616e-02	
   2.5140085e+02	   4.7022414e+01	  -4.0076000e+01	   2.3224800e+00	   6.8415557e-02	   1.9538007e+01	   3.5680276e+01	   8.3738698e+01	   7.5260247e-01	   2.1981712e+02	   9.5484686e-02	
   2.5141493e+02	   4.7016000e+01	  -4.0076000e+01	   1.9404644e+00	   6.0035109e-02	   1.9548378e+01	   3.5707427e+01	   8.2700000e+01	  -6.3784571e-01	   2.6979661e+02	   9.3011104e-02	
   2.5142900e+02	   4.7012881e+01	  -4.0075000e+01	   2.1874620e+00	   6.9276490e-02	   1.9553964e+01	   3.5684331e+01	   8.1200000e+01	  -4.0524674e-01	   2.8483565e+02	   8.8999208e-02	
   2.5144308e+02	   4.7009000e+01	  -4.0075000e+01	   2.1683086e+00	   6.8152644e-02	   1.9561969e+01	   3.5675584e+01	   8.0701174e+01	  -4.0324855e-01	   2.8458669e+02	   9.2694634e-02	
   2.5145715e+02	   4.7005348e+01	  -4.0075000e+01	   2.0830317e+00	   6.4728538e-02	   1.9578387e+01	   3.5669174e+01	   8.1113015e+01	  -6.0130884e-01	   2.7970000e+02	   9.6133507e-02	
   2.5147122e+02	   4.7003000e+01	  -4.0077000e+01	   1.9482935e+00	   6.2241534e-02	   1.9583541e+01	   3.5661384e+01	   8.1143225e+01	   8.3788126e-02	   2.3939189e+02	   1.0037812e-01	
   2.5148530e+02	   4.6998000e+01	  -4.0085185e+01	   1.8876857e+00	   5.4290021e-02	   1.9595715e+01	   3.5656977e+01	   8.1851653e+01	   1.5165317e-02	   2.3060000e+02	   1.0282105e-01	
   2.5149937e+02	   4.6993000e+01	  -4.0092452e+01	   2.0878538e+00	   6.7854100e-02	   1.9619733e+01	   3.5654810e+01	   7.9764368e+01	   2.4521073e-02	   2.3320000e+02	   9.8214441e-02	
