   DOY	   lat	   lon	   DMSsw	   DMSsw_se	SST	Salinity	Fluorescence	Ship Speed	Ship Heading
   1.8798964e+02	   5.7559074e+01	  -3.4499289e+01	   1.1870888e+01	   1.1047120e+00	   9.9452975e+00	   3.3774936e+01	   2.8760417e+00	   6.3677730e+00	   2.2619030e+02	
   1.8799033e+02	   5.7556881e+01	  -3.4504022e+01	   1.4739750e+01	   1.7439720e+00	   9.9439291e+00	   3.3771646e+01	   2.8461546e+00	   6.3894779e+00	   2.2583163e+02	
   1.8799103e+02	   5.7554692e+01	  -3.4508778e+01	   8.9816122e+00	   1.0656437e+00	   9.9413359e+00	   3.3771056e+01	   2.8623936e+00	   6.4341527e+00	   2.2523156e+02	
   1.8799172e+02	   5.7552495e+01	  -3.4513554e+01	   1.1458827e+01	   1.4242261e+00	   9.9374999e+00	   3.3775081e+01	   2.9092544e+00	   6.4976264e+00	   2.2494390e+02	
   1.8799242e+02	   5.7550290e+01	  -3.4518348e+01	   9.9050520e+00	   9.3783993e-01	   9.9337115e+00	   3.3776668e+01	   2.9209400e+00	   6.4721456e+00	   2.2497807e+02	
   1.8799312e+02	   5.7548061e+01	  -3.4523200e+01	   1.0611452e+01	   1.0870596e+00	   9.9327405e+00	   3.3784056e+01	   2.9363772e+00	   6.4280503e+00	   2.2492026e+02	
   1.8799382e+02	   5.7545872e+01	  -3.4527889e+01	   1.0857144e+01	   1.0722304e+00	   9.9343742e+00	   3.3789966e+01	   2.9287238e+00	   6.4730264e+00	   2.2553781e+02	
   1.8799450e+02	   5.7543721e+01	  -3.4532491e+01	   1.0493013e+01	   1.1758124e+00	   9.9354246e+00	   3.3794435e+01	   2.9286140e+00	   6.4022485e+00	   2.2593421e+02	
   1.8799519e+02	   5.7541500e+01	  -3.4537169e+01	   1.1181674e+01	   1.1637763e+00	   9.9357561e+00	   3.3792980e+01	   2.8850169e+00	   6.2821894e+00	   2.2678061e+02	
   1.8799589e+02	   5.7539290e+01	  -3.4541893e+01	   1.5444460e+01	   2.0701601e+00	   9.9380638e+00	   3.3794173e+01	   2.8394809e+00	   6.3635221e+00	   2.2692194e+02	
   1.8799658e+02	   5.7537103e+01	  -3.4546628e+01	   1.2299818e+01	   1.7963704e+00	   9.9433062e+00	   3.3792280e+01	   2.8216881e+00	   6.4140719e+00	   2.2635350e+02	
   1.8799728e+02	   5.7534923e+01	  -3.4551366e+01	   1.3385742e+01	   1.6268344e+00	   9.9501418e+00	   3.3787385e+01	   2.8759664e+00	   6.3434262e+00	   2.2534142e+02	
   1.8799797e+02	   5.7532755e+01	  -3.4556124e+01	   1.1040311e+01	   1.4302497e+00	   9.9573206e+00	   3.3786668e+01	   2.9901349e+00	   6.3621318e+00	   2.2478775e+02	
   1.8799867e+02	   5.7530531e+01	  -3.4560977e+01	   1.0669774e+01	   1.2925862e+00	   9.9621009e+00	   3.3786332e+01	   2.9837322e+00	   6.4416876e+00	   2.2594914e+02	
   1.8799936e+02	   5.7528318e+01	  -3.4565814e+01	   1.1453024e+01	   1.3557281e+00	   9.9623756e+00	   3.3787215e+01	   2.9798466e+00	   6.5251039e+00	   2.2637805e+02	
   1.8800006e+02	   5.7526832e+01	  -3.4569074e+01	   1.0308221e+01	   1.1175337e+00	   9.9592335e+00	   3.3786095e+01	   2.9634926e+00	   6.4869481e+00	   2.2413609e+02	
   1.8800075e+02	   5.7524160e+01	  -3.4574902e+01	   1.0904949e+01	   1.3171998e+00	   9.9499682e+00	   3.3787496e+01	   2.9329439e+00	   6.4309918e+00	   2.2568602e+02	
   1.8800144e+02	   5.7521797e+01	  -3.4580101e+01	   1.0043898e+01	   1.0314578e+00	   9.9404972e+00	   3.3789639e+01	   2.8965024e+00	   6.4116819e+00	   2.2427062e+02	
   1.8800214e+02	   5.7519499e+01	  -3.4584699e+01	   1.2464870e+01	   1.2977127e+00	   9.9302251e+00	   3.3788070e+01	   2.8655999e+00	   6.4776903e+00	   2.2245096e+02	
   1.8800283e+02	   5.7517168e+01	  -3.4589246e+01	   1.1728535e+01	   1.3603487e+00	   9.9215761e+00	   3.3789296e+01	   2.8696215e+00	   6.3683579e+00	   2.2288073e+02	
   1.8800353e+02	   5.7514856e+01	  -3.4593823e+01	   1.1279499e+01	   1.2508572e+00	   9.9180829e+00	   3.3794327e+01	   2.9254275e+00	   6.3603687e+00	   2.2255364e+02	
   1.8800422e+02	   5.7512515e+01	  -3.4598399e+01	   1.0453263e+01	   1.6181836e+00	   9.9261093e+00	   3.3796381e+01	   2.9601368e+00	   6.2919727e+00	   2.2357100e+02	
   1.8800492e+02	   5.7510199e+01	  -3.4603004e+01	   1.1489180e+01	   1.2111284e+00	   9.9412259e+00	   3.3799957e+01	   2.9534291e+00	   6.3307770e+00	   2.2249469e+02	
   1.8800561e+02	   5.7507857e+01	  -3.4607592e+01	   1.3874622e+01	   1.3983920e+00	   9.9579905e+00	   3.3799417e+01	   2.9849231e+00	   6.3998898e+00	   2.2202195e+02	
   1.8800631e+02	   5.7505504e+01	  -3.4612185e+01	   1.2391181e+01	   1.5641911e+00	   9.9733317e+00	   3.3798766e+01	   3.0013621e+00	   6.4025210e+00	   2.2207807e+02	
   1.8800700e+02	   5.7503155e+01	  -3.4616802e+01	   7.8610810e+00	   9.1371797e-01	   9.9852661e+00	   3.3801511e+01	   2.9918838e+00	   6.4553609e+00	   2.2249036e+02	
   1.8800769e+02	   5.7500793e+01	  -3.4621402e+01	   9.5971906e+00	   1.1329900e+00	   9.9936318e+00	   3.3802222e+01	   3.0255319e+00	   6.4189582e+00	   2.2205365e+02	
   1.8800839e+02	   5.7498457e+01	  -3.4626087e+01	   1.0812709e+01	   1.0715630e+00	   9.9982665e+00	   3.3802356e+01	   2.9962174e+00	   6.3842017e+00	   2.2205613e+02	
   1.8800908e+02	   5.7496072e+01	  -3.4630802e+01	   1.0236755e+01	   1.1535399e+00	   1.0000193e+01	   3.3802166e+01	   2.9879040e+00	   6.4950259e+00	   2.2178771e+02	
   1.8800978e+02	   5.7493726e+01	  -3.4635468e+01	   1.1275425e+01	   1.2284830e+00	   1.0001671e+01	   3.3801710e+01	   2.9962553e+00	   6.4554677e+00	   2.2255855e+02	
   1.8801047e+02	   5.7491368e+01	  -3.4640160e+01	   1.1083536e+01	   1.5133555e+00	   1.0001844e+01	   3.3801444e+01	   2.9530413e+00	   6.4632527e+00	   2.2240969e+02	
   1.8801117e+02	   5.7489008e+01	  -3.4644803e+01	   1.4109869e+01	   1.6251008e+00	   9.9975060e+00	   3.3801478e+01	   2.8741723e+00	   6.4992645e+00	   2.2253422e+02	
   1.8801186e+02	   5.7486608e+01	  -3.4649556e+01	   1.2247137e+01	   1.8060179e+00	   9.9890414e+00	   3.3803139e+01	   2.7894921e+00	   6.5272343e+00	   2.2314635e+02	
   1.8801256e+02	   5.7484228e+01	  -3.4654277e+01	   1.3163321e+01	   1.4593309e+00	   9.9741980e+00	   3.3803990e+01	   2.7387858e+00	   6.5168182e+00	   2.2322194e+02	
   1.8801325e+02	   5.7481871e+01	  -3.4659013e+01	   1.5146553e+01	   1.6359385e+00	   9.9520967e+00	   3.3807067e+01	   2.6948068e+00	   6.3717417e+00	   2.2234120e+02	
   1.8801394e+02	   5.7479505e+01	  -3.4663688e+01	   1.4803372e+01	   1.6520701e+00	   9.9248108e+00	   3.3807354e+01	   2.6311563e+00	   6.4246110e+00	   2.2319275e+02	
   1.8801464e+02	   5.7477147e+01	  -3.4668283e+01	   1.2661400e+01	   1.4897376e+00	   9.8940103e+00	   3.3807903e+01	   2.6991409e+00	   6.3180635e+00	   2.2248519e+02	
   1.8801533e+02	   5.7474806e+01	  -3.4672907e+01	   1.1780530e+01	   1.5576948e+00	   9.8634439e+00	   3.3809740e+01	   2.7026617e+00	   6.3772096e+00	   2.2344917e+02	
   1.8801603e+02	   5.7472465e+01	  -3.4677556e+01	   1.3720354e+01	   1.4320934e+00	   9.8324486e+00	   3.3809576e+01	   2.6970900e+00	   6.3641314e+00	   2.2301951e+02	
   1.8801672e+02	   5.7470132e+01	  -3.4682154e+01	   1.3146170e+01	   1.2617955e+00	   9.8022593e+00	   3.3809010e+01	   2.6904781e+00	   6.4130730e+00	   2.2170713e+02	
   1.8801742e+02	   5.7467758e+01	  -3.4686863e+01	   1.1731929e+01	   1.3577905e+00	   9.7768844e+00	   3.3809837e+01	   2.7056243e+00	   6.3697590e+00	   2.2194651e+02	
   1.8801811e+02	   5.7465441e+01	  -3.4691513e+01	   1.1830797e+01	   1.3579017e+00	   9.7545072e+00	   3.3811739e+01	   2.7198440e+00	   6.3488251e+00	   2.2225610e+02	
   1.8801881e+02	   5.7463086e+01	  -3.4696146e+01	   9.1498646e+00	   1.0793475e+00	   9.7292465e+00	   3.3812434e+01	   2.7659520e+00	   6.3918693e+00	   2.2300260e+02	
   1.8801950e+02	   5.7460777e+01	  -3.4700710e+01	   1.1081133e+01	   1.1772259e+00	   9.7008589e+00	   3.3811953e+01	   2.7885515e+00	   6.2757659e+00	   2.2257542e+02	
   1.8802019e+02	   5.7458477e+01	  -3.4705305e+01	   1.0867308e+01	   1.3697095e+00	   9.6748307e+00	   3.3813517e+01	   2.8037477e+00	   6.2637622e+00	   2.2208779e+02	
   1.8802089e+02	   5.7456152e+01	  -3.4709910e+01	   9.5656444e+00	   1.1471309e+00	   9.6538424e+00	   3.3812829e+01	   2.8544314e+00	   6.3267578e+00	   2.2270262e+02	
   1.8802158e+02	   5.7453820e+01	  -3.4714507e+01	   6.0062850e+00	   7.3534717e-01	   9.6353688e+00	   3.3815311e+01	   2.9442192e+00	   6.4469697e+00	   2.2258771e+02	
   1.8802228e+02	   5.7451451e+01	  -3.4719085e+01	   7.4228508e+00	   8.4481040e-01	   9.6136816e+00	   3.3820003e+01	   2.9572099e+00	   6.3197059e+00	   2.2367082e+02	
   1.8802297e+02	   5.7449080e+01	  -3.4723726e+01	   8.8671050e+00	   1.0088624e+00	   9.5872304e+00	   3.3819929e+01	   2.9576540e+00	   6.3961593e+00	   2.2290700e+02	
   1.8802367e+02	   5.7446775e+01	  -3.4728295e+01	   6.5879242e+00	   9.0653811e-01	   9.5605121e+00	   3.3819054e+01	   3.0245733e+00	   6.3175576e+00	   2.2267807e+02	
   1.8802436e+02	   5.7444452e+01	  -3.4732870e+01	   5.2026606e+00	   6.2937819e-01	   9.5363557e+00	   3.3816714e+01	   3.0686524e+00	   6.3622614e+00	   2.2215358e+02	
   1.8802506e+02	   5.7442100e+01	  -3.4737494e+01	   5.9207008e+00	   7.6309349e-01	   9.5176934e+00	   3.3818208e+01	   3.1513945e+00	   6.3716558e+00	   2.2200000e+02	
   1.8802575e+02	   5.7439721e+01	  -3.4742128e+01	   5.1193374e+00	   6.4514657e-01	   9.5046898e+00	   3.3818410e+01	   3.2075643e+00	   6.4445578e+00	   2.2270248e+02	
   1.8802644e+02	   5.7437310e+01	  -3.4746852e+01	   5.3721246e+00	   6.0609645e-01	   9.4979626e+00	   3.3818534e+01	   3.1824407e+00	   6.5021486e+00	   2.2258774e+02	
   1.8802714e+02	   5.7434927e+01	  -3.4751401e+01	   4.4028413e+00	   6.3486281e-01	   9.4988299e+00	   3.3818912e+01	   3.1537264e+00	   6.4560791e+00	   2.2179734e+02	
   1.8802783e+02	   5.7432523e+01	  -3.4755987e+01	   4.1806920e+00	   6.0778110e-01	   9.5045514e+00	   3.3817205e+01	   3.1710863e+00	   6.4202130e+00	   2.2269273e+02	
   1.8802853e+02	   5.7430151e+01	  -3.4760599e+01	   4.9528325e+00	   7.3229355e-01	   9.5110743e+00	   3.3817949e+01	   3.2832549e+00	   6.3302381e+00	   2.2331226e+02	
   1.8802922e+02	   5.7427749e+01	  -3.4765314e+01	   6.6733223e+00	   9.6881625e-01	   9.5168721e+00	   3.3819003e+01	   3.2808608e+00	   6.5033313e+00	   2.2371229e+02	
   1.8802992e+02	   5.7425383e+01	  -3.4769951e+01	   5.9146767e+00	   5.7590468e-01	   9.5230954e+00	   3.3816078e+01	   3.0961741e+00	   6.4983744e+00	   2.2247310e+02	
   1.8803061e+02	   5.7422991e+01	  -3.4774578e+01	   7.2476565e+00	   8.3273307e-01	   9.5256711e+00	   3.3812389e+01	   2.9485364e+00	   6.4533285e+00	   2.2163158e+02	
   1.8803131e+02	   5.7420554e+01	  -3.4779247e+01	   7.3048853e+00	   8.9962666e-01	   9.5191296e+00	   3.3809492e+01	   2.9247187e+00	   6.4173195e+00	   2.2251495e+02	
   1.8803200e+02	   5.7418168e+01	  -3.4783858e+01	   7.3723177e+00	   8.4870521e-01	   9.5033053e+00	   3.3808510e+01	   3.0088981e+00	   6.4335164e+00	   2.2240970e+02	
   1.8803269e+02	   5.7415785e+01	  -3.4788425e+01	   6.7138878e+00	   7.2910909e-01	   9.4895629e+00	   3.3809337e+01	   3.0502087e+00	   6.4362720e+00	   2.2214386e+02	
   1.8803339e+02	   5.7413370e+01	  -3.4792982e+01	   5.8725525e+00	   7.2236073e-01	   9.4839896e+00	   3.3817875e+01	   3.0750868e+00	   6.3628604e+00	   2.2202193e+02	
   1.8803408e+02	   5.7410941e+01	  -3.4797543e+01	   7.1092615e+00	   9.3697173e-01	   9.4847612e+00	   3.3825274e+01	   3.1212741e+00	   6.4349051e+00	   2.2207806e+02	
   1.8803478e+02	   5.7408493e+01	  -3.4802096e+01	   5.4091445e+00	   6.6966259e-01	   9.4852000e+00	   3.3820766e+01	   2.9418644e+00	   6.4568479e+00	   2.2249036e+02	
   1.8803547e+02	   5.7406047e+01	  -3.4806658e+01	   7.1815789e+00	   1.0425933e+00	   9.4812969e+00	   3.3817617e+01	   2.9515552e+00	   6.4276113e+00	   2.2330256e+02	
   1.8805452e+02	   5.7337194e+01	  -3.4930537e+01	   3.2585952e+00	   4.0121246e-01	   9.3550298e+00	   3.3820057e+01	   3.2640180e+00	   6.5350637e+00	   2.2144723e+02	
   1.8805522e+02	   5.7334624e+01	  -3.4934926e+01	   3.5459200e+00	   4.1925542e-01	   9.3627682e+00	   3.3824597e+01	   3.2229301e+00	   6.4355567e+00	   2.2207893e+02	
   1.8805591e+02	   5.7332081e+01	  -3.4939305e+01	   3.5740927e+00	   4.4407641e-01	   9.3665610e+00	   3.3825179e+01	   3.2044672e+00	   6.3199489e+00	   2.2233978e+02	
   1.8805661e+02	   5.7329554e+01	  -3.4943675e+01	   2.8811183e+00	   3.6903818e-01	   9.3669900e+00	   3.3823669e+01	   3.0641311e+00	   6.3647428e+00	   2.2220518e+02	
   1.8805730e+02	   5.7327030e+01	  -3.4948083e+01	   4.4730794e+00	   5.5705172e-01	   9.3630619e+00	   3.3821300e+01	   2.9155593e+00	   6.4236371e+00	   2.2273815e+02	
   1.8805800e+02	   5.7324492e+01	  -3.4952448e+01	   4.6313083e+00	   5.3810181e-01	   9.3553933e+00	   3.3821182e+01	   2.8592300e+00	   6.4621482e+00	   2.2312235e+02	
   1.8805869e+02	   5.7322007e+01	  -3.4956764e+01	   6.6368407e+00	   8.4019900e-01	   9.3513197e+00	   3.3820759e+01	   2.8577980e+00	   6.3735576e+00	   2.2220275e+02	
   1.8805938e+02	   5.7319505e+01	  -3.4961183e+01	   5.5713154e+00	   6.1351871e-01	   9.3523277e+00	   3.3821039e+01	   2.8388339e+00	   6.3109415e+00	   2.2165660e+02	
   1.8806008e+02	   5.7317029e+01	  -3.4965478e+01	   6.1559862e+00	   7.9506261e-01	   9.3570077e+00	   3.3821930e+01	   2.7622589e+00	   6.2587530e+00	   2.2271973e+02	
   1.8806077e+02	   5.7314533e+01	  -3.4969829e+01	   4.4906461e+00	   6.8458263e-01	   9.3621796e+00	   3.3826182e+01	   2.6472821e+00	   6.3910174e+00	   2.2280000e+02	
   1.8806147e+02	   5.7312008e+01	  -3.4974401e+01	   5.6904730e+00	   6.8912116e-01	   9.3704108e+00	   3.3830571e+01	   2.6086388e+00	   6.3650918e+00	   2.2329349e+02	
   1.8806216e+02	   5.7309559e+01	  -3.4978973e+01	   4.0218575e+00	   4.6491394e-01	   9.3813917e+00	   3.3826175e+01	   2.8848161e+00	   6.4122507e+00	   2.2504365e+02	
   1.8806286e+02	   5.7307094e+01	  -3.4983544e+01	   4.7873709e+00	   6.4780746e-01	   9.3909797e+00	   3.3821783e+01	   3.2949417e+00	   6.4713604e+00	   2.2425649e+02	
   1.8806355e+02	   5.7304633e+01	  -3.4988081e+01	   4.7793180e+00	   7.1623509e-01	   9.3970987e+00	   3.3820959e+01	   3.4713300e+00	   6.3799774e+00	   2.2545792e+02	
   1.8806425e+02	   5.7302239e+01	  -3.4992559e+01	   3.9152319e+00	   5.4724109e-01	   9.3969987e+00	   3.3822644e+01	   3.4492339e+00	   6.2654049e+00	   2.2607995e+02	
   1.8806494e+02	   5.7299867e+01	  -3.4997015e+01	   3.9439764e+00	   5.6353289e-01	   9.3938423e+00	   3.3828821e+01	   3.4992504e+00	   6.2989613e+00	   2.2597895e+02	
   1.8806563e+02	   5.7297441e+01	  -3.5001491e+01	   3.4130388e+00	   4.8801601e-01	   9.3882762e+00	   3.3830203e+01	   3.6057636e+00	   6.3730810e+00	   2.2558417e+02	
   1.8806634e+02	   5.7294961e+01	  -3.5006029e+01	   4.2484093e+00	   6.4149100e-01	   9.3813965e+00	   3.3828994e+01	   3.4632018e+00	   6.4564927e+00	   2.2436416e+02	
   1.8806705e+02	   5.7292473e+01	  -3.5010504e+01	   3.6520745e+00	   4.8506371e-01	   9.3717960e+00	   3.3827500e+01	   3.4551635e+00	   6.3885310e+00	   2.2485805e+02	
   1.8806773e+02	   5.7290067e+01	  -3.5014913e+01	   2.0060836e+00	   2.5184035e-01	   9.3606220e+00	   3.3827228e+01	   3.4900175e+00	   6.4182889e+00	   2.2556383e+02	
   1.8806842e+02	   5.7287644e+01	  -3.5019446e+01	   2.9353773e+00	   4.3908289e-01	   9.3494896e+00	   3.3825444e+01	   3.5083076e+00	   6.4418040e+00	   2.2480057e+02	
   1.8806913e+02	   5.7285184e+01	  -3.5023980e+01	   4.7272994e+00	   6.3436012e-01	   9.3406466e+00	   3.3821746e+01	   3.5110474e+00	   6.3670808e+00	   2.2409219e+02	
   1.8806981e+02	   5.7282782e+01	  -3.5028444e+01	   4.4609188e+00	   6.9245348e-01	   9.3352006e+00	   3.3819515e+01	   3.5042565e+00	   6.4420963e+00	   2.2529297e+02	
   1.8807051e+02	   5.7280406e+01	  -3.5032829e+01	   2.7320678e+00	   3.1011254e-01	   9.3325508e+00	   3.3818228e+01	   3.4460349e+00	   6.5057573e+00	   2.2496417e+02	
   1.8807121e+02	   5.7277926e+01	  -3.5037411e+01	   3.1687121e+00	   4.3635312e-01	   9.3292620e+00	   3.3818677e+01	   3.3368148e+00	   6.3421639e+00	   2.2547684e+02	
   1.8807191e+02	   5.7275482e+01	  -3.5041832e+01	   4.1100409e+00	   5.1644029e-01	   9.3225542e+00	   3.3817908e+01	   3.2426169e+00	   6.2527304e+00	   2.2584629e+02	
   1.8807260e+02	   5.7273068e+01	  -3.5046224e+01	   2.8739982e+00	   3.8818846e-01	   9.3198066e+00	   3.3816384e+01	   3.2052873e+00	   6.2685400e+00	   2.2395388e+02	
   1.8807329e+02	   5.7270657e+01	  -3.5050423e+01	   3.4966970e+00	   4.8214115e-01	   9.3289300e+00	   3.3819342e+01	   3.2699568e+00	   6.3355866e+00	   2.2409961e+02	
   1.8807397e+02	   5.7268242e+01	  -3.5054776e+01	   3.2691758e+00	   4.6385627e-01	   9.3503908e+00	   3.3820245e+01	   2.6596413e+00	   6.3144631e+00	   2.2514079e+02	
   1.8807467e+02	   5.7265803e+01	  -3.5059194e+01	   3.2030425e+00	   4.3920679e-01	   9.3772125e+00	   3.3819057e+01	   1.7207577e-01	   6.3940160e+00	   2.2492140e+02	
   1.8807537e+02	   5.7263353e+01	  -3.5063648e+01	   3.2245348e+00	   3.6556413e-01	   9.4032930e+00	   3.3821498e+01	   3.0610060e+00	   6.3836401e+00	   2.2491440e+02	
   1.8807605e+02	   5.7260919e+01	  -3.5068065e+01	   4.5123875e+00	   4.5632604e-01	   9.4257697e+00	   3.3827730e+01	   3.1523047e+00	   6.5565018e+00	   2.2475790e+02	
   1.8807676e+02	   5.7258445e+01	  -3.5072595e+01	   7.0159961e+00	   9.3195190e-01	   9.4440100e+00	   3.3830550e+01	   3.1535981e+00	   6.5413715e+00	   2.2507905e+02	
   1.8807745e+02	   5.7256076e+01	  -3.5076976e+01	   7.5365291e+00	   9.0848658e-01	   9.4572458e+00	   3.3830128e+01	   3.1902227e+00	   6.4237807e+00	   2.2409254e+02	
   1.8807813e+02	   5.7253689e+01	  -3.5081343e+01	   6.6207331e+00	   9.7047760e-01	   9.4684750e+00	   3.3831389e+01	   3.2517954e+00	   6.3692196e+00	   2.2483947e+02	
   1.8807884e+02	   5.7251282e+01	  -3.5085794e+01	   7.8875702e+00	   1.0440668e+00	   9.4773198e+00	   3.3834942e+01	   3.2495277e+00	   6.3884878e+00	   2.2508560e+02	
   1.8807954e+02	   5.7248928e+01	  -3.5090219e+01	   6.4507937e+00	   8.5788617e-01	   9.4820995e+00	   3.3836414e+01	   3.3041372e+00	   6.3297549e+00	   2.2514328e+02	
   1.8808022e+02	   5.7246582e+01	  -3.5094551e+01	   8.6284943e+00	   1.0502106e+00	   9.4840290e+00	   3.3837536e+01	   3.3497251e+00	   6.2389975e+00	   2.2420000e+02	
   1.8808092e+02	   5.7244131e+01	  -3.5099097e+01	   6.7286164e+00	   6.8079184e-01	   9.4896897e+00	   3.3838536e+01	   3.2795431e+00	   6.4476336e+00	   2.2447819e+02	
   1.8808162e+02	   5.7241735e+01	  -3.5103590e+01	   7.2456149e+00	   8.7421631e-01	   9.5010098e+00	   3.3836922e+01	   3.2707708e+00	   6.4171997e+00	   2.2524326e+02	
   1.8808230e+02	   5.7239386e+01	  -3.5107999e+01	   7.9194633e+00	   8.9941564e-01	   9.5142267e+00	   3.3835762e+01	   3.3294241e+00	   6.2990342e+00	   2.2408287e+02	
   1.8808300e+02	   5.7236980e+01	  -3.5112503e+01	   7.1779400e+00	   9.5136860e-01	   9.5266469e+00	   3.3834859e+01	   3.2694551e+00	   6.4125700e+00	   2.2330032e+02	
   1.8808369e+02	   5.7234573e+01	  -3.5116963e+01	   7.7148097e+00	   8.7066363e-01	   9.5373255e+00	   3.3828449e+01	   3.2526317e+00	   6.4833365e+00	   2.2370000e+02	
   1.8808440e+02	   5.7232138e+01	  -3.5121480e+01	   7.6688028e+00	   9.5427764e-01	   9.5474190e+00	   3.3807038e+01	   2.9863249e+00	   6.4590405e+00	   2.2391404e+02	
   1.8808509e+02	   5.7229691e+01	  -3.5126057e+01	   7.4502978e+00	   7.6113913e-01	   9.5572109e+00	   3.3797337e+01	   2.8204561e+00	   6.4222711e+00	   2.2467861e+02	
   1.8808577e+02	   5.7227311e+01	  -3.5130524e+01	   8.6970407e+00	   1.3326026e+00	   9.5665530e+00	   3.3793914e+01	   2.7467330e+00	   6.4576794e+00	   2.2469864e+02	
   1.8808648e+02	   5.7224873e+01	  -3.5135115e+01	   7.3830243e+00	   8.1125203e-01	   9.5761052e+00	   3.3788616e+01	   2.7388328e+00	   6.4678677e+00	   2.2501439e+02	
   1.8808717e+02	   5.7222509e+01	  -3.5139683e+01	   9.1650446e+00	   1.1171337e+00	   9.5832619e+00	   3.3784862e+01	   2.7571359e+00	   6.4046371e+00	   2.2457167e+02	
   1.8808786e+02	   5.7220174e+01	  -3.5144152e+01	   8.8518081e+00	   8.9076532e-01	   9.5883340e+00	   3.3788282e+01	   2.7911073e+00	   6.4147074e+00	   2.2415919e+02	
   1.8808856e+02	   5.7217792e+01	  -3.5148792e+01	   7.4335116e+00	   7.9274867e-01	   9.5902498e+00	   3.3787029e+01	   2.7637168e+00	   6.3734160e+00	   2.2448562e+02	
   1.8808926e+02	   5.7215417e+01	  -3.5153332e+01	   7.8492370e+00	   1.0695423e+00	   9.5907358e+00	   3.3783922e+01	   2.7907006e+00	   6.3976196e+00	   2.2480000e+02	
   1.8808994e+02	   5.7213089e+01	  -3.5157818e+01	   8.4205650e+00	   1.0570240e+00	   9.5906184e+00	   3.3782565e+01	   2.7518534e+00	   6.4459930e+00	   2.2450409e+02	
   1.8809063e+02	   5.7210726e+01	  -3.5162358e+01	   7.6217604e+00	   8.9134175e-01	   9.5913171e+00	   3.3781141e+01	   2.6614908e+00	   6.2980858e+00	   2.2371453e+02	
   1.8809133e+02	   5.7208408e+01	  -3.5166842e+01	   9.2419396e+00	   1.0755681e+00	   9.5922000e+00	   3.3780525e+01	   2.6692600e+00	   6.3855164e+00	   2.2506477e+02	
   1.8809202e+02	   5.7206069e+01	  -3.5171359e+01	   7.9681361e+00	   8.3948482e-01	   9.5917265e+00	   3.3779020e+01	   2.6747506e+00	   6.4516605e+00	   2.2399594e+02	
   1.8809272e+02	   5.7203724e+01	  -3.5175913e+01	   8.9166045e+00	   1.0957198e+00	   9.5891683e+00	   3.3779593e+01	   2.6992396e+00	   6.4239746e+00	   2.2502234e+02	
   1.8809341e+02	   5.7201405e+01	  -3.5180452e+01	   9.4984327e+00	   9.7108755e-01	   9.5865803e+00	   3.3781659e+01	   2.7242067e+00	   6.3633430e+00	   2.2400418e+02	
   1.8809411e+02	   5.7199074e+01	  -3.5184932e+01	   8.8670517e+00	   1.0893231e+00	   9.5867367e+00	   3.3781821e+01	   2.7663888e+00	   6.2953111e+00	   2.2305647e+02	
   1.8809480e+02	   5.7196788e+01	  -3.5189438e+01	   1.1439835e+01	   1.4279698e+00	   9.5878777e+00	   3.3781638e+01	   2.6747535e+00	   6.2756130e+00	   2.2421844e+02	
   1.8809550e+02	   5.7194495e+01	  -3.5193886e+01	   9.1554669e+00	   1.0978008e+00	   9.5881068e+00	   3.3782299e+01	   2.6915994e+00	   6.3459844e+00	   2.2471973e+02	
   1.8809619e+02	   5.7192126e+01	  -3.5198482e+01	   9.8878600e+00	   1.3924686e+00	   9.5853306e+00	   3.3782996e+01	   2.6723634e+00	   6.5544012e+00	   2.2497756e+02	
   1.8809688e+02	   5.7189779e+01	  -3.5203010e+01	   7.4318454e+00	   7.1511481e-01	   9.5805815e+00	   3.3784555e+01	   2.7114998e+00	   6.5568392e+00	   2.2526577e+02	
   1.8809758e+02	   5.7187438e+01	  -3.5207488e+01	   8.9589337e+00	   8.9412707e-01	   9.5714319e+00	   3.3785860e+01	   2.8110459e+00	   6.4505270e+00	   2.2396146e+02	
   1.8809827e+02	   5.7185127e+01	  -3.5211940e+01	   1.0314506e+01	   1.1679374e+00	   9.5591038e+00	   3.3784936e+01	   2.7566783e+00	   6.3866474e+00	   2.2577861e+02	
   1.8809897e+02	   5.7182842e+01	  -3.5216354e+01	   9.9221263e+00	   1.1284526e+00	   9.5496736e+00	   3.3782632e+01	   2.6825702e+00	   6.3807260e+00	   2.2546841e+02	
   1.8809966e+02	   5.7180552e+01	  -3.5220742e+01	   8.7681128e+00	   9.5140721e-01	   9.5418382e+00	   3.3778605e+01	   2.7021529e+00	   6.3969701e+00	   2.2479737e+02	
   1.8810036e+02	   5.7178304e+01	  -3.5225123e+01	   7.4764697e+00	   8.7640109e-01	   9.5354520e+00	   3.3776251e+01	   2.7225357e+00	   6.4259423e+00	   2.2532391e+02	
   1.8810105e+02	   5.7176037e+01	  -3.5229448e+01	   8.7052843e+00	   9.9384417e-01	   9.5312105e+00	   3.3772924e+01	   2.7672216e+00	   6.3952096e+00	   2.2437764e+02	
   1.8810175e+02	   5.7173776e+01	  -3.5233782e+01	   9.1384802e+00	   8.4304945e-01	   9.5264011e+00	   3.3771346e+01	   2.7072635e+00	   6.3384234e+00	   2.2513948e+02	
