   DOY	   lat	   lon	   DMSsw	   DMSsw_se	SST	Salinity	Fluorescence	Ship Speed	Ship Heading
   1.7846043e+02	   4.0270756e+01	  -5.8889926e+01	   3.7020939e-01	   5.7971606e-02	   2.3139202e+01	   3.4794488e+01	   1.1301400e+00	   3.2085777e-01	   2.1515441e+02	
   1.7846112e+02	   4.0270733e+01	  -5.8889895e+01	   3.2292440e-01	   5.1473587e-02	   2.3146148e+01	   3.4798038e+01	   1.1301400e+00	   2.4686583e-01	   2.1553202e+02	
   1.7846182e+02	   4.0270733e+01	  -5.8889828e+01	   2.9960940e-01	   5.5604271e-02	   2.3152025e+01	   3.4801005e+01	   1.1301400e+00	   2.0037092e-01	   2.1525442e+02	
   1.7846252e+02	   4.0270697e+01	  -5.8889788e+01	   2.9364743e-01	   5.5290657e-02	   2.3157468e+01	   3.4803514e+01	   1.1301400e+00	   2.6795877e-01	   2.1467157e+02	
   1.7846322e+02	   4.0270662e+01	  -5.8889720e+01	   3.0723918e-01	   5.5922541e-02	   2.3162063e+01	   3.4805737e+01	   1.1344019e+00	   2.3700927e-01	   2.1627308e+02	
   1.7846391e+02	   4.0270642e+01	  -5.8889662e+01	   3.4336985e-01	   5.5276641e-02	   2.3166211e+01	   3.4810668e+01	   1.1349800e+00	   2.9037270e-01	   2.1526705e+02	
   1.7846460e+02	   4.0270599e+01	  -5.8889599e+01	   3.3888261e-01	   5.4926645e-02	   2.3170046e+01	   3.4811916e+01	   1.1349800e+00	   2.6211565e-01	   2.1492389e+02	
   1.7846530e+02	   4.0270546e+01	  -5.8889520e+01	   3.1471361e-01	   5.2705210e-02	   2.3173142e+01	   3.4813673e+01	   1.1307176e+00	   2.5720000e-01	   2.1516420e+02	
   1.7846601e+02	   4.0270515e+01	  -5.8889468e+01	   2.9331501e-01	   4.9846559e-02	   2.3176551e+01	   3.4814079e+01	   1.1344828e+00	   2.7566212e-01	   2.1502055e+02	
   1.7846669e+02	   4.0270494e+01	  -5.8889399e+01	   3.6148264e-01	   5.5100459e-02	   2.3179982e+01	   3.4814893e+01	   1.1349800e+00	   2.7777600e-01	   2.1508807e+02	
   1.7848573e+02	   4.0269616e+01	  -5.8887824e+01	   3.7231513e-01	   5.1410022e-02	   2.3243043e+01	   3.4846111e+01	   1.1473417e+00	   2.9765764e-01	   2.1478648e+02	
   1.7848642e+02	   4.0269595e+01	  -5.8887751e+01	   4.0057783e-01	   5.6005216e-02	   2.3245871e+01	   3.4845870e+01	   1.1422400e+00	   2.3538080e-01	   2.1543234e+02	
   1.7848712e+02	   4.0269566e+01	  -5.8887672e+01	   3.1785660e-01	   5.2979426e-02	   2.3248905e+01	   3.4845919e+01	   1.1422400e+00	   2.5498641e-01	   2.1500805e+02	
   1.7848781e+02	   4.0269514e+01	  -5.8887591e+01	   3.6795144e-01	   5.4211063e-02	   2.3250397e+01	   3.4846319e+01	   1.1422400e+00	   1.5389940e-01	   2.1552974e+02	
   1.7848850e+02	   4.0269451e+01	  -5.8887517e+01	   3.6216404e-01	   5.5176745e-02	   2.3251367e+01	   3.4846511e+01	   1.1422400e+00	   1.3165737e-01	   2.1551085e+02	
   1.7848920e+02	   4.0269412e+01	  -5.8887438e+01	   3.2820693e-01	   5.5902731e-02	   2.3252565e+01	   3.4846538e+01	   1.1411605e+00	   1.4041771e-01	   2.1503236e+02	
   1.7848989e+02	   4.0269419e+01	  -5.8887330e+01	   3.3562902e-01	   5.4653658e-02	   2.3254168e+01	   3.4846951e+01	   1.1386100e+00	   8.8986488e-02	   2.1481615e+02	
   1.7849059e+02	   4.0269507e+01	  -5.8887147e+01	   3.0882271e-01	   5.1363777e-02	   2.3255395e+01	   3.4846927e+01	   1.1360914e+00	  -7.6332270e-02	   2.1529450e+02	
   1.7849129e+02	   4.0269667e+01	  -5.8886898e+01	   3.8684845e-01	   6.0922163e-02	   2.3256549e+01	   3.4847731e+01	   1.1316597e+00	  -1.8692073e-01	   2.1444538e+02	
   1.7849199e+02	   4.0269850e+01	  -5.8886586e+01	   3.6382072e-01	   5.0687137e-02	   2.3256314e+01	   3.4847800e+01	   1.1361199e+00	  -2.4529665e-01	   2.1516860e+02	
   1.7849267e+02	   4.0270047e+01	  -5.8886235e+01	   3.7065509e-01	   5.5509204e-02	   2.3257565e+01	   3.4847949e+01	   1.1386100e+00	  -3.0752064e-01	   2.1510000e+02	
   1.7849337e+02	   4.0270293e+01	  -5.8885814e+01	   3.4560544e-01	   5.1924202e-02	   2.3258900e+01	   3.4848389e+01	   1.1386100e+00	  -4.7213880e-01	   2.1510000e+02	
   1.7849406e+02	   4.0270580e+01	  -5.8885363e+01	   4.0193237e-01	   5.8392171e-02	   2.3258692e+01	   3.4848541e+01	   1.1396889e+00	  -4.9229514e-01	   2.1521889e+02	
   1.7849476e+02	   4.0270871e+01	  -5.8884917e+01	   3.3234716e-01	   5.3296044e-02	   2.3257754e+01	   3.4848400e+01	   1.1422400e+00	  -4.5961380e-01	   2.1544052e+02	
   1.7849545e+02	   4.0271155e+01	  -5.8884491e+01	   3.2684660e-01	   5.3187882e-02	   2.3256224e+01	   3.4848430e+01	   1.1433189e+00	  -4.0470337e-01	   2.1503252e+02	
   1.7849614e+02	   4.0271438e+01	  -5.8884057e+01	   3.1741856e-01	   5.1954907e-02	   2.3254832e+01	   3.4848292e+01	   1.1458700e+00	  -4.4641800e-01	   2.1457842e+02	
   1.7849684e+02	   4.0271715e+01	  -5.8883624e+01	   4.0255639e-01	   5.7333871e-02	   2.3253754e+01	   3.4847384e+01	   1.1469492e+00	  -4.7422106e-01	   2.1517837e+02	
   1.7849753e+02	   4.0271988e+01	  -5.8883191e+01	   4.2140083e-01	   5.9166597e-02	   2.3252165e+01	   3.4845330e+01	   1.1505793e+00	  -4.9632744e-01	   2.1539187e+02	
   1.7849824e+02	   4.0272276e+01	  -5.8882742e+01	   3.4250090e-01	   5.3893830e-02	   2.3250460e+01	   3.4842612e+01	   1.1508506e+00	  -4.8048377e-01	   2.1493140e+02	
   1.7849893e+02	   4.0272564e+01	  -5.8882311e+01	   3.0724139e-01	   5.3662499e-02	   2.3249123e+01	   3.4842294e+01	   1.1458700e+00	  -4.3383693e-01	   2.1512561e+02	
   1.7849962e+02	   4.0272850e+01	  -5.8881864e+01	   3.2595069e-01	   5.3110694e-02	   2.3248092e+01	   3.4842203e+01	   1.1458700e+00	  -4.8464948e-01	   2.1531082e+02	
   1.7850031e+02	   4.0273157e+01	  -5.8881404e+01	   2.8106968e-01	   5.2251284e-02	   2.3247213e+01	   3.4840786e+01	   1.1469495e+00	  -4.7213880e-01	   2.1524870e+02	
   1.7850100e+02	   4.0273474e+01	  -5.8880948e+01	   3.7649220e-01	   5.7185049e-02	   2.3246270e+01	   3.4839070e+01	   1.1484212e+00	             NaN	   2.1509478e+02	
   1.7850170e+02	   4.0273797e+01	  -5.8880503e+01	   3.2174315e-01	   5.3339647e-02	   2.3245635e+01	   3.4838703e+01	   1.1469495e+00	             NaN	   2.1416766e+02	
   1.7850239e+02	   4.0274112e+01	  -5.8880068e+01	   4.0622753e-01	   5.3796903e-02	   2.3244567e+01	   3.4837792e+01	   1.1505789e+00	             NaN	   2.1509721e+02	
   1.7850309e+02	   4.0274431e+01	  -5.8879632e+01	   4.2077058e-01	   5.9573302e-02	   2.3245170e+01	   3.4836913e+01	   1.1531300e+00	             NaN	   2.1526474e+02	
   1.7850378e+02	   4.0274755e+01	  -5.8879220e+01	   3.6224650e-01	   5.4100251e-02	   2.3244951e+01	   3.4835911e+01	   1.1520508e+00	             NaN	   2.1453512e+02	
   1.7850448e+02	   4.0275087e+01	  -5.8878815e+01	   3.6775851e-01	   5.4652395e-02	   2.3244778e+01	   3.4835522e+01	   1.1505793e+00	             NaN	   2.1562160e+02	
   1.7850518e+02	   4.0275418e+01	  -5.8878409e+01	   3.6550138e-01	   5.4055891e-02	   2.3245640e+01	   3.4834566e+01	   1.1542696e+00	  -4.9179039e-01	   2.1523140e+02	
   1.7850588e+02	   4.0275725e+01	  -5.8878043e+01	   3.3333214e-01	   5.7614725e-02	   2.3247197e+01	   3.4833369e+01	   1.1556201e+00	  -4.5692214e-01	   2.1501738e+02	
   1.7850656e+02	   4.0276038e+01	  -5.8877712e+01	   3.1496683e-01	   5.4845069e-02	   2.3248411e+01	   3.4833657e+01	   1.1531300e+00	  -4.7338913e-01	   2.1475671e+02	
   1.7850726e+02	   4.0276348e+01	  -5.8877358e+01	   3.8897801e-01	   5.9917082e-02	   2.3247457e+01	   3.4834351e+01	   1.1542095e+00	  -4.4794860e-01	   2.1634349e+02	
   1.7850795e+02	   4.0276665e+01	  -5.8876980e+01	   3.3636141e-01	   5.2994040e-02	   2.3244392e+01	   3.4834178e+01	   1.1567600e+00	  -4.7783446e-01	   2.1845665e+02	
   1.7850864e+02	   4.0277088e+01	  -5.8876520e+01	   3.5095599e-01	   5.0483005e-02	   2.3239427e+01	   3.4834124e+01	   1.1567600e+00	             NaN	   2.1656413e+02	
   1.7850934e+02	   4.0277720e+01	  -5.8875955e+01	   3.4376872e-01	   5.4263508e-02	   2.3232563e+01	   3.4832287e+01	   1.1567600e+00	             NaN	   2.0760348e+02	
   1.7851003e+02	   4.0278546e+01	  -5.8875349e+01	   3.1877936e-01	   5.3824355e-02	   2.3221121e+01	   3.4829292e+01	   1.1567600e+00	             NaN	   2.0327587e+02	
   1.7851073e+02	   4.0279522e+01	  -5.8874608e+01	   3.1905753e-01	   5.6973996e-02	   2.3200446e+01	   3.4824535e+01	   1.1578392e+00	             NaN	   2.0744594e+02	
   1.7851142e+02	   4.0280569e+01	  -5.8873749e+01	   3.2649767e-01	   5.6277933e-02	   2.3174856e+01	   3.4818786e+01	   1.1593107e+00	             NaN	   2.0829188e+02	
   1.7851213e+02	   4.0281630e+01	  -5.8872860e+01	   3.4120836e-01	   5.4372243e-02	   2.3146706e+01	   3.4812491e+01	   1.1578996e+00	             NaN	   2.0770582e+02	
   1.7851282e+02	   4.0282532e+01	  -5.8872081e+01	   3.9848307e-01	   5.7781966e-02	   2.3122236e+01	   3.4803201e+01	   1.1603900e+00	             NaN	   2.0750000e+02	
   1.7851351e+02	   4.0283249e+01	  -5.8871423e+01	   3.0740775e-01	   5.1681372e-02	   2.3102757e+01	   3.4782036e+01	   1.1603900e+00	             NaN	   2.0747027e+02	
   1.7851420e+02	   4.0283864e+01	  -5.8870823e+01	   3.3375991e-01	   5.3391365e-02	   2.3086228e+01	   3.4753285e+01	   1.1560718e+00	             NaN	   2.1079030e+02	
   1.7851489e+02	   4.0284327e+01	  -5.8870287e+01	   3.8612388e-01	   5.4903379e-02	   2.3072631e+01	   3.4744662e+01	   1.1501853e+00	             NaN	   2.2162336e+02	
   1.7851560e+02	   4.0284702e+01	  -5.8869828e+01	   3.7060443e-01	   5.4337719e-02	   2.3062419e+01	   3.4747736e+01	   1.2135906e+00	             NaN	   2.2924216e+02	
   1.7851629e+02	   4.0285045e+01	  -5.8869463e+01	   3.4336262e-01	   5.4363426e-02	   2.3054897e+01	   3.4751569e+01	   1.1399129e+00	  -4.4651502e-01	   2.3130000e+02	
   1.7851699e+02	   4.0285378e+01	  -5.8869159e+01	   3.1239064e-01	   5.6098072e-02	   2.3048290e+01	   3.4757104e+01	   9.0337779e-01	  -4.1857728e-01	   2.3151982e+02	
   1.7851768e+02	   4.0285684e+01	  -5.8868929e+01	   3.2310590e-01	   5.1446005e-02	   2.3042330e+01	   3.4761983e+01	   8.2204849e+00	  -3.7922133e-01	   2.3146629e+02	
   1.7851838e+02	   4.0285959e+01	  -5.8868755e+01	   3.8786510e-01	   5.4897035e-02	   2.3037456e+01	   3.4766619e+01	   1.6486364e+01	  -2.8118180e-01	   2.3080239e+02	
   1.7851907e+02	   4.0286219e+01	  -5.8868606e+01	   3.0663216e-01	   5.3353376e-02	   2.3033233e+01	   3.4777378e+01	   1.4392145e+00	  -1.9858487e-01	   2.3171165e+02	
   1.7851976e+02	   4.0286459e+01	  -5.8868466e+01	   3.6296433e-01	   5.5581683e-02	   2.3030008e+01	   3.4783217e+01	   1.3449579e+00	  -1.2928860e-01	   2.3127026e+02	
   1.7852045e+02	   4.0286677e+01	  -5.8868355e+01	   3.6172888e-01	   5.6485642e-02	   2.3027662e+01	   3.4788257e+01	   1.3248493e+00	  -9.4537049e-02	   2.3131891e+02	
   1.7852114e+02	   4.0286889e+01	  -5.8868251e+01	   3.1411757e-01	   5.0170272e-02	   2.3026535e+01	   3.4792890e+01	   1.3587897e+00	  -1.1886660e-01	   2.3151078e+02	
   1.7852184e+02	   4.0287105e+01	  -5.8868149e+01	   2.9086421e-01	   5.2828127e-02	   2.3025051e+01	   3.4796354e+01	   1.1759779e+00	  -1.0802400e-01	   2.3112165e+02	
   1.7852254e+02	   4.0287333e+01	  -5.8868041e+01	   3.4282398e-01	   5.4602741e-02	   2.3024857e+01	   3.4761157e+01	   6.7025302e-01	  -1.0479311e-01	   2.3095124e+02	
   1.7852324e+02	   4.0287565e+01	  -5.8867918e+01	   2.8350689e-01	   5.1429528e-02	   2.3025137e+01	   3.4688778e+01	   3.5705794e-01	  -1.2518360e-01	   2.3153139e+02	
   1.7852393e+02	   4.0287813e+01	  -5.8867803e+01	   3.3444632e-01	   5.4294826e-02	   2.3025502e+01	   3.4700035e+01	   5.1952333e-01	  -2.0133415e-01	   2.3172558e+02	
   1.7852464e+02	   4.0288087e+01	  -5.8867685e+01	   3.6826271e-01	   5.5264657e-02	   2.3026898e+01	   3.4685380e+01	   2.4775847e-01	  -2.4512743e-01	   2.3028080e+02	
   1.7852532e+02	   4.0288356e+01	  -5.8867583e+01	   3.9039398e-01	   5.8234834e-02	   2.3027877e+01	   3.4681974e+01	   2.2022000e-01	  -2.4134926e-01	   2.2177673e+02	
   1.7852601e+02	   4.0288609e+01	  -5.8867476e+01	   3.3047297e-01	   5.2659300e-02	   2.3028641e+01	   3.4680749e+01	   2.1914074e-01	  -2.1688358e-01	   2.1038376e+02	
   1.7852670e+02	   4.0288817e+01	  -5.8867341e+01	   3.3196308e-01	   5.6203795e-02	   2.3028559e+01	   3.4678084e+01	   2.1551052e-01	  -1.9253217e-01	   2.0476091e+02	
   1.7852739e+02	   4.0288930e+01	  -5.8867227e+01	   3.7344376e-01	   5.7623256e-02	   2.3028908e+01	   3.4677041e+01	   2.1080160e-01	  -3.1975241e-03	   1.9249188e+02	
   1.7852809e+02	   4.0288965e+01	  -5.8867029e+01	   3.0843373e-01	   5.7719451e-02	   2.3029222e+01	   3.4676127e+01	   2.0462046e-01	   1.9600800e-02	   1.8993531e+02	
   1.7852878e+02	   4.0288946e+01	  -5.8866747e+01	   3.5547335e-01	   5.3722442e-02	   2.3027849e+01	   3.4674746e+01	   2.0099096e-01	   6.1720203e-02	   1.9155671e+02	
   1.7852949e+02	   4.0288887e+01	  -5.8866462e+01	   3.2142933e-01	   5.3711530e-02	   2.3024564e+01	   3.4674764e+01	   1.9844000e-01	   2.3585602e-01	   1.9312226e+02	
   1.7853018e+02	   4.0288789e+01	  -5.8866218e+01	   3.8219249e-01	   5.7382662e-02	   2.3020919e+01	   3.4672594e+01	   1.9730041e-01	   3.3376133e-01	   1.9510812e+02	
   1.7853088e+02	   4.0288666e+01	  -5.8866021e+01	   2.9456892e-01	   5.2725528e-02	   2.3016864e+01	   3.4672329e+01	   1.9367053e-01	   3.4686243e-01	   1.9612556e+02	
   1.7853157e+02	   4.0288563e+01	  -5.8865810e+01	   3.7866421e-01	   5.7279709e-02	   2.3012842e+01	   3.4670107e+01	   1.9231982e-01	   2.7106843e-01	   1.9633720e+02	
   1.7853225e+02	   4.0288525e+01	  -5.8865579e+01	   3.5699904e-01	   5.5982515e-02	   2.3008257e+01	   3.4668302e+01	   1.9588879e-01	   1.3027343e-01	   1.9608113e+02	
   1.7853295e+02	   4.0288526e+01	  -5.8865321e+01	   3.7785705e-01	   5.9445578e-02	   2.3006113e+01	   3.4670854e+01	   2.0059896e-01	   9.3146868e-02	   1.9612712e+02	
   1.7853364e+02	   4.0288553e+01	  -5.8865049e+01	   3.3423605e-01	   5.5497105e-02	   2.3004873e+01	   3.4672816e+01	   2.0462096e-01	   6.3954961e-02	   1.9666219e+02	
   1.7853434e+02	   4.0288609e+01	  -5.8864768e+01	   3.6287464e-01	   5.4695265e-02	   2.3003535e+01	   3.4674276e+01	   2.0314939e-01	  -2.3781732e-02	   1.9607026e+02	
   1.7853503e+02	   4.0288690e+01	  -5.8864479e+01	   3.6214996e-01	   6.0228159e-02	   2.3001070e+01	   3.4676441e+01	   2.0893778e-01	  -1.1483541e-01	   1.9561349e+02	
   1.7853573e+02	   4.0288777e+01	  -5.8864185e+01	   3.5546310e-01	   5.5452193e-02	   2.2997627e+01	   3.4679257e+01	   2.1551071e-01	  -8.3833443e-02	   1.9526492e+02	
   1.7853643e+02	   4.0288877e+01	  -5.8863850e+01	   3.7710061e-01	   5.7383857e-02	   2.2994858e+01	   3.4679409e+01	   2.1296000e-01	  -9.2293823e-02	   1.9641159e+02	
   1.7853714e+02	   4.0288989e+01	  -5.8863511e+01	   3.9385401e-01	   5.7889587e-02	   2.2992332e+01	   3.4677845e+01	   2.1396016e-01	  -1.2130507e-01	   1.9583468e+02	
   1.7853782e+02	   4.0289095e+01	  -5.8863190e+01	   4.1771807e-01	   5.9227298e-02	   2.2991200e+01	   3.4678056e+01	   2.1710694e-01	  -1.7194966e-01	   1.9555665e+02	
   1.7853851e+02	   4.0289220e+01	  -5.8862768e+01	   3.4117293e-01	   5.6639012e-02	   2.2992216e+01	   3.4679843e+01	   2.2022000e-01	  -1.7447540e-01	   1.9644052e+02	
   1.7853920e+02	   4.0289352e+01	  -5.8862392e+01	   3.6462617e-01	   5.9597140e-02	   2.2993913e+01	   3.4677841e+01	   2.2022000e-01	  -1.8281296e-01	   1.9630000e+02	
   1.7853989e+02	   4.0289501e+01	  -5.8862047e+01	   4.0200350e-01	   5.8274126e-02	   2.2996046e+01	   3.4675100e+01	   2.2273894e-01	  -2.3939700e-01	   1.9582417e+02	
   1.7854059e+02	   4.0289649e+01	  -5.8861696e+01	   2.9347419e-01	   5.6421228e-02	   2.2997754e+01	   3.4674357e+01	   2.2509372e-01	  -2.0964582e-01	   1.9523498e+02	
   1.7854129e+02	   4.0289830e+01	  -5.8861303e+01	   3.5005907e-01	   5.6526083e-02	   2.2999802e+01	   3.4672003e+01	   2.1772983e-01	  -2.9333170e-01	   1.9646860e+02	
   1.7854199e+02	   4.0290017e+01	  -5.8860928e+01	   3.3327506e-01	   5.3081927e-02	   2.3001245e+01	   3.4670700e+01	   2.2022000e-01	  -3.4979200e-01	   1.9586637e+02	
   1.7854268e+02	   4.0290212e+01	  -5.8860551e+01	   3.3478743e-01	   5.8315151e-02	   2.3002063e+01	   3.4670261e+01	   2.2022000e-01	  -3.5625085e-01	   1.9526502e+02	
   1.7854338e+02	   4.0290412e+01	  -5.8860161e+01	   3.5883227e-01	   5.9008323e-02	   2.3002451e+01	   3.4669583e+01	   2.2022000e-01	  -3.5421636e-01	   1.9637440e+02	
   1.7854406e+02	   4.0290599e+01	  -5.8859803e+01	   3.5511108e-01	   5.4580411e-02	   2.3003357e+01	   3.4670141e+01	   2.2165868e-01	  -2.9293429e-01	   1.9601083e+02	
   1.7854476e+02	   4.0290774e+01	  -5.8859453e+01	   2.9720873e-01	   5.3672891e-02	   2.3005003e+01	   3.4670238e+01	   2.2362082e-01	  -2.4677577e-01	   1.9606762e+02	
   1.7854545e+02	   4.0290936e+01	  -5.8859093e+01	   3.4099846e-01	   5.7923954e-02	   2.3007168e+01	   3.4670176e+01	   2.1806173e-01	  -2.7527390e-01	   1.9637299e+02	
   1.7854614e+02	   4.0291098e+01	  -5.8858733e+01	   3.2869199e-01	   5.5511945e-02	   2.3008335e+01	   3.4668849e+01	   2.1511858e-01	  -2.7096499e-01	   1.9595679e+02	
   1.7854684e+02	   4.0291257e+01	  -5.8858380e+01	   3.4391764e-01	   5.6792505e-02	   2.3009927e+01	   3.4668873e+01	   2.2022000e-01	  -2.7749395e-01	   1.9641345e+02	
   1.7854753e+02	   4.0291407e+01	  -5.8858028e+01	   3.3873289e-01	   5.2464564e-02	   2.3010641e+01	   3.4668308e+01	   2.2165897e-01	  -1.9769575e-01	   1.9570812e+02	
   1.7854824e+02	   4.0291554e+01	  -5.8857670e+01	   3.3854343e-01	   5.6525872e-02	   2.3010500e+01	   3.4668423e+01	   2.2354031e-01	  -1.6401087e-01	   1.9616860e+02	
   1.7854893e+02	   4.0291710e+01	  -5.8857313e+01	   3.5388196e-01	   6.1544601e-02	   2.3010437e+01	   3.4667600e+01	   2.1908015e-01	  -2.0941285e-01	   1.9610000e+02	
   1.7854962e+02	   4.0291885e+01	  -5.8856969e+01	   3.0498537e-01	   5.5097264e-02	   2.3010359e+01	   3.4667541e+01	   2.1659000e-01	  -2.4858182e-01	   1.9556492e+02	
   1.7855031e+02	   4.0292070e+01	  -5.8856607e+01	   4.0580330e-01	   5.8118374e-02	   2.3010559e+01	   3.4667519e+01	   2.1659000e-01	  -2.3440560e-01	   1.9501375e+02	
   1.7855101e+02	   4.0292262e+01	  -5.8856220e+01	   3.4501937e-01	   5.7210203e-02	   2.3011116e+01	   3.4667532e+01	   2.1659000e-01	  -2.9153818e-01	   1.9664055e+02	
   1.7855170e+02	   4.0292461e+01	  -5.8855815e+01	   2.9454874e-01	   5.2808316e-02	   2.3011624e+01	   3.4667049e+01	   2.1766954e-01	  -3.2254220e-01	   1.9632156e+02	
   1.7855239e+02	   4.0292645e+01	  -5.8855431e+01	   2.7709130e-01	   5.3578004e-02	   2.3010084e+01	   3.4667549e+01	   2.1914109e-01	  -3.0669673e-01	   1.9616750e+02	
   1.7855310e+02	   4.0292823e+01	  -5.8855028e+01	   3.4294828e-01	   5.5660082e-02	   2.3008315e+01	   3.4667492e+01	   2.1924932e-01	  -2.9877176e-01	   1.9642324e+02	
   1.7855379e+02	   4.0292995e+01	  -5.8854629e+01	   3.4581613e-01	   5.9623706e-02	   2.3006035e+01	   3.4666600e+01	   2.2619965e-01	  -3.0750346e-01	   1.9531744e+02	
   1.7855449e+02	   4.0293169e+01	  -5.8854222e+01	   3.2768514e-01	   5.5308741e-02	   2.3004141e+01	   3.4666631e+01	   2.2755072e-01	  -2.6185400e-01	   1.9542186e+02	
   1.7855518e+02	   4.0293360e+01	  -5.8853809e+01	   3.9065863e-01	   5.8383677e-02	   2.3002198e+01	   3.4665915e+01	   2.2353998e-01	  -3.3304205e-01	   1.9637189e+02	
   1.7855587e+02	   4.0293513e+01	  -5.8853444e+01	   3.1996722e-01	   5.6669835e-02	   2.3000624e+01	   3.4663992e+01	   2.2022000e-01	  -2.7917986e-01	   1.9547551e+02	
   1.7855656e+02	   4.0293614e+01	  -5.8853102e+01	   2.8163565e-01	   5.4295196e-02	   2.2999113e+01	   3.4663173e+01	   2.2022000e-01	  -1.4235335e-01	   1.9645132e+02	
   1.7855726e+02	   4.0293691e+01	  -5.8852737e+01	   3.9533086e-01	   6.2542690e-02	   2.2997903e+01	   3.4662043e+01	   2.2022000e-01	  -5.3383266e-02	   1.9604056e+02	
   1.7855795e+02	   4.0293740e+01	  -5.8852366e+01	   3.2188248e-01	   5.4509969e-02	   2.2996784e+01	   3.4660903e+01	   2.2022000e-01	  -4.7121679e-02	   1.9839790e+02	
   1.7855864e+02	   4.0293758e+01	  -5.8852038e+01	   3.5951806e-01	   5.6558586e-02	   2.2995562e+01	   3.4660349e+01	   2.2022000e-01	   2.0715351e-02	   2.0774858e+02	
   1.7855935e+02	   4.0293790e+01	  -5.8851774e+01	   4.2105274e-01	   5.7120349e-02	   2.2994937e+01	   3.4659852e+01	   2.2022000e-01	   8.7945267e-03	   2.1558602e+02	
   1.7856004e+02	   4.0293841e+01	  -5.8851612e+01	   3.3943218e-01	   5.7251237e-02	   2.2994674e+01	   3.4657969e+01	   2.2022000e-01	   8.9178736e-02	   2.1471165e+02	
   1.7856073e+02	   4.0293877e+01	  -5.8851508e+01	   3.6606228e-01	   5.6679919e-02	   2.2993954e+01	   3.4657930e+01	   2.2022000e-01	   1.3387889e-01	   2.1462712e+02	
   1.7856142e+02	   4.0293917e+01	  -5.8851415e+01	   3.0408905e-01	   5.4651176e-02	   2.2992395e+01	   3.4658030e+01	   2.2022000e-01	   1.1608664e-01	   2.1551891e+02	
   1.7856212e+02	   4.0293966e+01	  -5.8851333e+01	   3.9015397e-01	   6.0330938e-02	   2.2990754e+01	   3.4658100e+01	   2.2022000e-01	   1.5640440e-01	   2.1547287e+02	
   1.7856281e+02	   4.0294009e+01	  -5.8851262e+01	   4.2215762e-01	   6.6084877e-02	   2.2989135e+01	   3.4658219e+01	   2.2165885e-01	   1.2776692e-01	   2.1487837e+02	
   1.7856351e+02	   4.0294057e+01	  -5.8851180e+01	   4.1350524e-01	   5.7920820e-02	   2.2987473e+01	   3.4658262e+01	   2.2362065e-01	   4.0445873e-02	   2.1530000e+02	
   1.7856420e+02	   4.0294167e+01	  -5.8851041e+01	   3.4487107e-01	   5.3635576e-02	   2.2986224e+01	   3.4657819e+01	   2.2273791e-01	  -5.5471054e-02	   2.1544864e+02	
   1.7858325e+02	   4.0294109e+01	  -5.8846863e+01	   3.1580835e-01	   5.5042354e-02	   2.2975219e+01	   3.4666242e+01	   2.3032004e-01	   3.8164219e-01	   2.1768083e+02	
   1.7858394e+02	   4.0293969e+01	  -5.8846800e+01	   3.4162685e-01	   5.3044571e-02	   2.2977023e+01	   3.4667284e+01	   2.2869000e-01	   4.4217029e-01	   2.1884196e+02	
   1.7858464e+02	   4.0293842e+01	  -5.8846730e+01	   3.0435577e-01	   5.2521597e-02	   2.2979227e+01	   3.4668085e+01	   2.2869000e-01	   3.8403129e-01	   2.1820401e+02	
   1.7858533e+02	   4.0293749e+01	  -5.8846628e+01	   3.9551986e-01	   5.3805218e-02	   2.2980484e+01	   3.4669177e+01	   2.3045796e-01	   2.7601759e-01	   2.1977252e+02	
   1.7858603e+02	   4.0293673e+01	  -5.8846498e+01	   3.4228773e-01	   5.8722010e-02	   2.2981796e+01	   3.4669719e+01	   2.3111000e-01	   2.6946359e-01	   2.1969626e+02	
   1.7858672e+02	   4.0293594e+01	  -5.8846354e+01	   3.7826354e-01	   5.4603065e-02	   2.2983296e+01	   3.4670311e+01	   2.2934193e-01	   3.1535842e-01	   2.2349140e+02	
   1.7858742e+02	   4.0293533e+01	  -5.8846193e+01	   4.3196721e-01	   5.8333407e-02	   2.2985161e+01	   3.4671011e+01	   2.2869000e-01	   2.3900855e-01	   2.2536534e+02	
   1.7858811e+02	   4.0293480e+01	  -5.8845997e+01	   3.4277598e-01	   5.7936111e-02	   2.2986650e+01	   3.4671054e+01	   2.3045819e-01	   1.9072596e-01	   2.3244126e+02	
   1.7858881e+02	   4.0293437e+01	  -5.8845773e+01	   3.7894389e-01	   5.6687862e-02	   2.2988534e+01	   3.4671438e+01	   2.3111000e-01	   1.5135781e-01	   2.3996842e+02	
   1.7858950e+02	   4.0293414e+01	  -5.8845506e+01	   4.1328595e-01	   6.0133427e-02	   2.2989538e+01	   3.4672331e+01	   2.2934187e-01	   6.3720477e-02	   2.4055792e+02	
   1.7859019e+02	   4.0293344e+01	  -5.8845254e+01	   3.7552964e-01	   5.7609713e-02	   2.2990796e+01	   3.4673404e+01	   2.2869000e-01	   3.9766777e-02	   2.5142602e+02	
   1.7859089e+02	   4.0293307e+01	  -5.8845016e+01	   2.6155612e-01	   5.1863613e-02	   2.2992588e+01	   3.4673919e+01	   2.3045809e-01	  -1.8915687e-04	   2.6838577e+02	
