   DOY	   lat	   lon	   DMSsw	   DMSsw_se	SST	Salinity	Fluorescence	Ship Speed	Ship Heading	Chl
   1.3612402e+02	   4.6607637e+01	  -5.0426363e+01	   8.6934067e+00	   2.1696898e-01	   1.9665819e+00	   3.2563981e+01	   2.7453457e+02	   1.1057266e+01	   3.5889926e+01	   2.1469242e+00	
   1.3613810e+02	   4.6658437e+01	  -5.0374563e+01	   8.5026793e+00	   2.4559880e-01	   1.9443628e+00	   3.2562712e+01	   3.1017138e+02	   1.0990638e+01	   3.5344219e+01	   3.4868004e+00	
   1.3615217e+02	   4.6709159e+01	  -5.0321841e+01	   7.2155149e+00	   1.9767015e-01	   2.0116720e+00	   3.2568862e+01	   2.3660834e+02	   1.0964939e+01	   3.5326511e+01	   2.2402255e+00	
   1.3616625e+02	   4.6760691e+01	  -5.0271309e+01	   7.2136744e+00	   2.1877081e-01	   2.0257612e+00	   3.2550957e+01	   3.3282715e+02	   1.0715286e+01	   3.6080043e+01	   3.4460314e+00	
   1.3618032e+02	   4.6807224e+01	  -5.0224776e+01	   8.9843890e+00	   2.5560299e-01	   1.7786143e+00	   3.2585673e+01	   2.5191250e+02	   8.5148984e+00	   3.4711581e+01	   3.0528260e+00	
   1.3619440e+02	   4.6849758e+01	  -5.0183242e+01	   8.8764976e+00	   2.3630034e-01	   1.8144874e+00	   3.2610303e+01	   1.8248538e+02	   9.0197360e+00	   3.6110634e+01	   2.3438850e+00	
   1.3620847e+02	   4.6891292e+01	  -5.0140708e+01	   8.5658412e+00	   2.1959756e-01	   1.7875372e+00	   3.2612931e+01	   1.6868894e+02	   9.1980880e+00	   3.5545791e+01	   1.8916502e+00	
   1.3622254e+02	   4.6933824e+01	  -5.0099176e+01	   7.2835789e+00	   2.0815483e-01	   1.8889115e+00	   3.2607494e+01	   2.0682216e+02	   9.0429766e+00	   3.5892972e+01	   1.9189644e+00	
   1.3623662e+02	   4.6977358e+01	  -5.0056642e+01	   8.3834672e+00	   2.4804654e-01	   1.8837385e+00	   3.2608110e+01	   1.7454245e+02	   9.0704627e+00	   3.5213878e+01	   1.7604196e+00	
   1.3625069e+02	   4.7019892e+01	  -5.0014108e+01	   7.4740364e+00	   2.0916199e-01	   1.7892356e+00	   3.2612557e+01	   2.0724869e+02	   9.2124266e+00	   3.5308649e+01	   2.1680027e+00	
   1.3626477e+02	   4.7062424e+01	  -4.9972576e+01	   5.5542277e+00	   1.5617231e-01	   1.6792183e+00	   3.2659049e+01	   1.6728234e+02	   9.0690778e+00	   3.5020747e+01	   1.8044535e+00	
   1.3627884e+02	   4.7093000e+01	  -4.9941521e+01	   9.4481812e+00	   2.5907244e-01	   1.6128127e+00	   3.2706831e+01	   1.4715202e+02	   1.8780304e+00	   3.7313764e+01	   1.3311017e+00	
   1.3629291e+02	   4.7103746e+01	  -4.9930000e+01	   8.8897315e+00	   2.2584608e-01	   1.5687346e+00	   3.2710700e+01	   1.3598561e+02	   2.3349232e+00	   3.6388780e+01	   1.5198366e+00	
   1.3630699e+02	   4.7117025e+01	  -4.9914988e+01	   7.3506290e+00	   2.0049846e-01	   1.5301050e+00	   3.2708716e+01	   1.5645113e+02	   4.6538539e+00	   3.6232880e+01	   1.9361678e+00	
   1.3634916e+02	   4.7262237e+01	  -4.9764763e+01	   5.1877737e+00	   1.7041301e-01	   1.4189088e+00	   3.2742347e+01	   1.8197458e+02	   1.1580530e+01	   3.5937962e+01	   2.2945923e+00	
   1.3636324e+02	   4.7318037e+01	  -4.9714976e+01	   4.1714997e+00	   1.1789390e-01	   1.2872865e+00	   3.2753296e+01	   1.7749029e+02	   1.1757174e+01	   2.9537024e+01	   3.0440475e+00	
   1.3637731e+02	   4.7374837e+01	  -4.9663163e+01	   2.8907790e+00	   8.4888781e-02	   1.2288952e+00	   3.2761312e+01	   2.1640668e+02	   1.1861827e+01	   3.3053165e+01	   4.0290466e+00	
   1.3639139e+02	   4.7430637e+01	  -4.9608363e+01	   2.6501257e+00	   8.3778959e-02	   1.2223527e+00	   3.2761445e+01	   2.0841286e+02	   1.1847288e+01	   3.3821625e+01	   3.5527070e+00	
   1.3640546e+02	   4.7485437e+01	  -4.9552563e+01	   2.9472902e+00	   8.6149556e-02	   1.0004552e+00	   3.2768031e+01	   1.5008162e+02	   1.1924980e+01	   3.4742621e+01	   3.2323225e+00	
   1.3641953e+02	   4.7541237e+01	  -4.9495842e+01	   3.2100589e+00	   9.8366672e-02	   1.0064711e+00	   3.2762197e+01	   1.4753683e+02	   1.1640790e+01	   3.4412883e+01	   3.8928401e+00	
   1.3643361e+02	   4.7597691e+01	  -4.9439963e+01	   3.6584961e+00	   1.1039872e-01	   7.8597935e-01	   3.2754678e+01	   1.0055082e+02	   1.1931426e+01	   2.9132327e+01	   2.0043044e+00	
   1.3644768e+02	   4.7655837e+01	  -4.9391163e+01	   3.7482488e+00	   1.0956729e-01	   6.4835110e-01	   3.2755633e+01	   7.1873446e+01	   1.2110611e+01	   3.3970593e+01	   8.9439528e-01	
   1.3646176e+02	   4.7710637e+01	  -4.9331363e+01	   3.4301743e+00	   1.1589630e-01	   6.0459094e-01	   3.2769106e+01	   8.2615249e+01	   1.1985425e+01	   3.5562165e+01	   1.4516134e+00	
   1.3647583e+02	   4.7764437e+01	  -4.9272563e+01	   4.1380265e+00	   1.2640581e-01	   6.6873301e-01	   3.2756258e+01	   7.4847574e+01	   1.2160000e+01	   3.6525543e+01	   1.6284948e+00	
   1.3648990e+02	   4.7819237e+01	  -4.9212763e+01	   4.8671271e+00	   1.7532739e-01	   4.3261292e-01	   3.2765340e+01	   8.9400000e+01	   1.2160000e+01	   3.5259571e+01	   1.9420456e+00	
   1.3650398e+02	   4.7873037e+01	  -4.9151963e+01	   7.6621722e+00	   2.2103850e-01	   1.6860555e-01	   3.2783857e+01	   1.3252935e+02	   1.1555783e+01	   3.4135018e+01	   6.9688147e+00	
   1.3651805e+02	   4.7924891e+01	  -4.9091163e+01	   6.5136389e+00	   2.4160338e-01	   1.2055728e-01	   3.2768364e+01	   1.2283472e+02	   1.1591968e+01	   3.5054728e+01	   6.2209934e+00	
   1.3653213e+02	   4.7976425e+01	  -4.9028150e+01	   6.6041113e+00	   2.0608271e-01	   1.1089760e-01	   3.2811821e+01	   9.1001078e+01	   1.1666739e+01	   3.5499169e+01	   3.9818853e+00	
   1.3654620e+02	   4.8025958e+01	  -4.8961563e+01	   6.5753397e+00	   2.2673963e-01	   4.0547886e-02	   3.2839586e+01	   1.1794650e+02	   1.1692536e+01	   3.5235641e+01	   4.1967347e+00	
   1.3656027e+02	   4.8075237e+01	  -4.8892763e+01	   1.3326373e+01	   5.1455790e-01	   1.9338257e-01	   3.3045576e+01	   2.4841303e+02	   1.1670177e+01	   3.5979251e+01	             NaN	
   1.3657435e+02	   4.8126037e+01	  -4.8830963e+01	   1.1874898e+01	   3.7264663e-01	   6.2648653e-01	   3.2883714e+01	   1.0289327e+02	   1.1400000e+01	   2.7498176e+01	   4.0164450e+00	
   1.3658842e+02	   4.8181837e+01	  -4.8781442e+01	   1.0556835e+01	   2.9580511e-01	   7.8386819e-01	   3.2861982e+01	   8.7321024e+01	   1.1496051e+01	   2.8022906e+01	   3.4154913e+00	
   1.3660250e+02	   4.8236637e+01	  -4.8730909e+01	   6.2101497e+00	   1.8384810e-01	   3.4006134e-01	   3.2798427e+01	   8.6836429e+01	   1.1559098e+01	   2.7212095e+01	   3.3470182e+00	
   1.3661657e+02	   4.8290624e+01	  -4.8676563e+01	   5.2220544e+00	   1.8468473e-01	   1.1362049e-01	   3.3118063e+01	   1.5636428e+02	   1.1440042e+01	   2.7540259e+01	             NaN	
   1.3663065e+02	   4.8344237e+01	  -4.8623762e+01	   1.4645436e+01	   4.2329625e-01	   6.0998223e-01	   3.3128657e+01	   1.9557407e+02	   1.1760000e+01	   2.8227835e+01	             NaN	
   1.3664472e+02	   4.8397037e+01	  -4.8572309e+01	   1.2381143e+01	   3.5530695e-01	   8.4140703e-01	   3.3136942e+01	   1.7296654e+02	   1.1789270e+01	   2.8924031e+01	             NaN	
   1.3665879e+02	   4.8449837e+01	  -4.8522776e+01	   1.4939649e+01	   4.5928247e-01	   9.4158886e-01	   3.3230436e+01	   1.8582190e+02	   1.1614075e+01	   2.7091455e+01	             NaN	
   1.3667287e+02	   4.8495758e+01	  -4.8487242e+01	   1.3417300e+01	   4.1272967e-01	   1.0614593e+00	   3.3187552e+01	   2.3384095e+02	   1.1439333e+01	   2.7120006e+01	             NaN	
   1.3671504e+02	   4.8650224e+01	  -4.8343776e+01	   1.5164162e+01	   3.9427886e-01	   1.7597736e+00	   3.3633124e+01	   2.7568262e+02	   6.9647583e+00	   2.3334695e+01	             NaN	
   1.3672912e+02	   4.8698637e+01	  -4.8299242e+01	   2.5900104e+00	   9.4645010e-02	   2.8835446e+00	   3.4063778e+01	   1.9642299e+02	   1.1425782e+01	   2.9176895e+01	   7.0685719e+00	
   1.3674319e+02	   4.8750438e+01	  -4.8249562e+01	   1.7349996e+01	   4.5892564e-01	   2.7302483e+00	   3.3897674e+01	   2.5671186e+02	   1.1364158e+01	   3.1551088e+01	             NaN	
   1.3675727e+02	   4.8803237e+01	  -4.8196176e+01	   1.2831783e+00	   5.4323243e-02	   3.1660894e+00	   3.4182624e+01	   2.0386397e+02	   1.1708244e+01	   3.2810901e+01	   4.6324818e+00	
   1.3677134e+02	   4.8856037e+01	  -4.8143963e+01	   2.0120277e+00	   7.1338579e-02	   3.3404731e+00	   3.4258156e+01	   1.7361400e+02	   1.1690086e+01	   3.1535608e+01	   3.2680074e+00	
   1.3678541e+02	   4.8908837e+01	  -4.8092108e+01	   6.2188000e-01	   2.8149895e-02	   4.3305686e+00	   3.4448427e+01	   1.8453505e+02	   1.1224844e+01	   3.0926940e+01	   2.5410687e+00	
   1.3679949e+02	   4.8961637e+01	  -4.8040576e+01	   1.2201184e+00	   4.6615957e-02	   4.7665933e+00	   3.4471182e+01	   1.8157208e+02	   1.1693966e+01	   3.1815767e+01	   2.3894272e+00	
   1.3681356e+02	   4.9014958e+01	  -4.7988563e+01	   1.9815668e+00	   9.1129423e-02	   4.8718756e+00	   3.4385530e+01	   3.2955076e+02	   1.1394158e+01	   3.2407841e+01	   3.6637864e+00	
   1.3682764e+02	   4.9067492e+01	  -4.7936508e+01	   7.2201120e+00	   1.8878750e-01	   4.0112856e+00	   3.4231167e+01	   2.9202271e+02	   1.1680832e+01	   3.2790016e+01	   4.5971752e+00	
   1.3684171e+02	   4.9122024e+01	  -4.7882976e+01	   1.2699659e+01	   3.7182971e-01	   3.8224424e+00	   3.4168888e+01	   4.3553745e+02	   1.1547671e+01	   2.9931983e+01	   6.5276907e+00	
   1.3685578e+02	   4.9175837e+01	  -4.7829442e+01	   7.5635980e+00	   2.3426814e-01	   3.7482747e+00	   3.4194067e+01	   4.3477069e+02	   1.1732577e+01	   3.2438011e+01	   6.9244293e+00	
   1.3686986e+02	   4.9230637e+01	  -4.7776909e+01	   8.9677398e+00	   3.0742864e-01	   3.7110168e+00	   3.4171954e+01	   5.5698215e+02	   1.1424545e+01	   2.9681931e+01	             NaN	
   1.3688393e+02	   4.9285625e+01	  -4.7723375e+01	   1.1645348e+01	   3.2488259e-01	   3.4271685e+00	   3.4168438e+01	   5.6614967e+02	   1.1313748e+01	   3.0755242e+01	             NaN	
   1.3689801e+02	   4.9340237e+01	  -4.7667763e+01	   4.6399920e+00	   1.5906112e-01	   3.7901444e+00	   3.4358987e+01	   4.0938205e+02	   1.1732368e+01	   3.3609653e+01	   6.1677805e+00	
   1.3691208e+02	   4.9394038e+01	  -4.7611962e+01	   7.3490278e+00	   2.4121393e-01	   3.8190572e+00	   3.4329303e+01	   4.6934007e+02	   1.1491866e+01	   3.1521805e+01	   6.4941609e+00	
   1.3692615e+02	   4.9448838e+01	  -4.7558775e+01	   3.4658903e+00	   1.7193725e-01	   4.4450290e+00	   3.4458195e+01	   2.7814253e+02	   1.1383120e+01	   3.1802217e+01	   2.7008768e+00	
   1.3694023e+02	   4.9504637e+01	  -4.7506242e+01	   8.8916148e-01	   3.2089974e-02	   5.2678101e+00	   3.4524700e+01	   2.2650792e+02	   1.1391523e+01	   3.1892124e+01	   2.0581707e+00	
   1.3695430e+02	   4.9559438e+01	  -4.7450562e+01	   8.9739491e-01	   3.1879869e-02	   5.2940499e+00	   3.4519912e+01	   2.1368117e+02	   1.1540822e+01	   3.2730956e+01	   1.8115801e+00	
   1.3696838e+02	   4.9613237e+01	  -4.7393763e+01	   8.7628503e-01	   3.0907840e-02	   5.2660412e+00	   3.4514206e+01	   2.2848953e+02	   1.1433076e+01	   3.1097352e+01	   1.9638534e+00	
   1.3698245e+02	   4.9666038e+01	  -4.7336962e+01	   1.2587303e+00	   4.1961581e-02	   5.1335037e+00	   3.4483415e+01	   2.4843258e+02	   1.1409788e+01	   3.3347745e+01	   2.2799877e+00	
   1.3699653e+02	   4.9718838e+01	  -4.7280162e+01	   7.5735164e-01	   3.0287140e-02	   5.1898485e+00	   3.4506265e+01	   2.1705459e+02	   1.1297234e+01	   3.2351819e+01	   1.7853733e+00	
   1.3701060e+02	   4.9769637e+01	  -4.7224363e+01	   8.5485599e-01	   3.4206319e-02	   5.2418113e+00	   3.4498818e+01	   2.2060000e+02	   1.1456650e+01	   3.3093990e+01	   1.8655809e+00	
   1.3702467e+02	   4.9820437e+01	  -4.7168042e+01	   8.8068523e-01	   3.5703630e-02	   5.2053828e+00	   3.4485508e+01	   2.6248154e+02	   1.1185466e+01	   2.9661440e+01	   2.3630036e+00	
   1.3703875e+02	   4.9875237e+01	  -4.7129508e+01	   1.0465946e+00	   4.0020232e-02	   4.7873407e+00	   3.4394368e+01	   2.1712375e+02	   1.1147124e+01	   2.0546312e+01	   1.7769304e+00	
   1.3708092e+02	   5.0040438e+01	  -4.7015042e+01	   1.2044002e+00	   4.6699537e-02	   4.7939833e+00	   3.4425415e+01	   2.3497274e+02	   1.1318330e+01	   2.1054308e+01	   2.1869056e+00	
   1.3709500e+02	   5.0098237e+01	  -4.6992254e+01	   1.2856886e+00	   4.6505997e-02	   5.0619839e+00	   3.4450873e+01	   2.4753437e+02	   1.1101071e+01	   1.3803483e+01	   2.1438249e+00	
   1.3710907e+02	   5.0156024e+01	  -4.6970988e+01	   1.0020995e+00	   3.6607061e-02	   5.0649865e+00	   3.4447302e+01	   2.4407344e+02	   1.0893060e+01	   1.1048734e+01	   2.1877547e+00	
   1.3712315e+02	   5.0213558e+01	  -4.6950721e+01	   1.1527943e+00	   3.5645970e-02	   5.0685584e+00	   3.4443830e+01	   2.5000792e+02	   1.0809682e+01	   1.3976892e+01	   2.2615676e+00	
   1.3713722e+02	   5.0270637e+01	  -4.6928909e+01	   1.4898320e+00	   4.9075547e-02	   5.1009906e+00	   3.4427309e+01	   2.3741820e+02	   1.0847248e+01	   1.2250257e+01	   2.2551570e+00	
   1.3715129e+02	   5.0328437e+01	  -4.6911188e+01	   9.3435554e-01	   3.9752916e-02	   4.9018333e+00	   3.4422025e+01	   2.0670610e+02	   1.1023052e+01	   1.0542833e+01	   1.7104002e+00	
   1.3716537e+02	   5.0385238e+01	  -4.6894000e+01	   1.0507372e+00	   4.0464990e-02	   4.9287198e+00	   3.4461724e+01	   1.8307624e+02	   1.1023072e+01	   6.1343946e+00	   1.5104232e+00	
   1.3717944e+02	   5.0442037e+01	  -4.6875654e+01	   7.3508387e-01	   2.9743965e-02	   4.9653558e+00	   3.4475547e+01	   1.6228615e+02	   1.0606404e+01	   1.1833389e+01	   1.2489618e+00	
   1.3719352e+02	   5.0500837e+01	  -4.6856388e+01	   1.1450571e+00	   4.5474424e-02	   4.7081908e+00	   3.4443105e+01	   1.6967306e+02	   1.0843878e+01	   8.7858061e+00	   1.3264918e+00	
   1.3720759e+02	   5.0560637e+01	  -4.6838121e+01	   1.5379629e+00	   5.3430601e-02	   4.4228193e+00	   3.4390206e+01	   1.8533603e+02	   1.1153043e+01	   1.0062232e+01	   1.6297819e+00	
   1.3722166e+02	   5.0619437e+01	  -4.6819854e+01	   4.4397881e+00	   1.4258202e-01	   3.9788037e+00	   3.4271037e+01	   2.8963284e+02	   1.0782706e+01	   7.7365690e+00	   3.3546630e+00	
   1.3723574e+02	   5.0680237e+01	  -4.6803588e+01	   6.6873816e+00	   2.1617571e-01	   3.7145139e+00	   3.4156320e+01	   3.9292288e+02	   1.1159297e+01	   7.7733299e+00	   5.7306320e+00	
   1.3724981e+02	   5.0742037e+01	  -4.6787321e+01	   3.8383244e+00	   1.2917112e-01	   3.7729540e+00	   3.4286369e+01	   2.6901084e+02	   1.0716866e+01	   8.0709616e+00	   3.2242969e+00	
   1.3726389e+02	   5.0803838e+01	  -4.6772000e+01	   3.1346594e+00	   1.0196443e-01	   3.7565484e+00	   3.4326400e+01	   2.3745573e+02	   1.1087543e+01	   6.3711624e+00	   3.0889996e+00	
   1.3727796e+02	   5.0865637e+01	  -4.6756000e+01	   3.7931478e+00	   1.2523050e-01	   3.8361429e+00	   3.4320346e+01	   2.2725958e+02	   1.1002753e+01	   9.4197241e+00	   2.5334682e+00	
   1.3729203e+02	   5.0927438e+01	  -4.6738521e+01	   8.1261478e+00	   2.5768267e-01	   3.7806125e+00	   3.4251262e+01	   2.5768001e+02	   1.1026209e+01	   1.2137978e+01	   2.9377511e+00	
   1.3730611e+02	   5.0989237e+01	  -4.6715254e+01	   6.0421283e+00	   2.0251412e-01	   3.8070710e+00	   3.4320786e+01	   2.2051828e+02	   1.0864014e+01	   1.0690982e+01	   2.2972245e+00	
   1.3732018e+02	   5.1054037e+01	  -4.6690987e+01	   4.5707286e+00	   1.3978596e-01	   3.8428225e+00	   3.4351880e+01	   2.0166121e+02	   1.1187998e+01	   1.0819462e+01	   1.9314823e+00	
   1.3733426e+02	   5.1117838e+01	  -4.6666721e+01	   4.1653827e+00	   1.2345491e-01	   3.9092766e+00	   3.4322418e+01	   2.2730447e+02	   1.1189349e+01	   9.6892017e+00	   1.8461459e+00	
   1.3734833e+02	   5.1181637e+01	  -4.6643454e+01	   1.0469480e+01	   2.9519460e-01	   3.7412334e+00	   3.4208218e+01	   3.0867165e+02	   1.1025456e+01	   8.7358069e+00	   3.6509134e+00	
   1.3736240e+02	   5.1246437e+01	  -4.6621188e+01	   9.3058131e+00	   2.5402840e-01	   3.6997888e+00	   3.4204625e+01	   3.0182734e+02	   1.0831318e+01	   1.1094046e+01	   3.7310810e+00	
   1.3737648e+02	   5.1311237e+01	  -4.6595921e+01	   1.1030913e+01	   2.7962267e-01	   3.6067635e+00	   3.4148190e+01	   3.5088757e+02	   1.1405286e+01	   1.0533914e+01	   4.3772240e+00	
   1.3739055e+02	   5.1374037e+01	  -4.6575654e+01	   1.3177659e+01	   3.8724933e-01	   3.7498971e+00	   3.4158490e+01	   4.5182976e+02	   1.1143968e+01	   8.1423888e+00	   6.5234734e+00	
   1.3740463e+02	   5.1437837e+01	  -4.6556388e+01	   9.5092760e+00	   2.5237096e-01	   3.8271711e+00	   3.4200770e+01	   3.8963390e+02	   1.1024707e+01	   8.8191146e+00	   5.1686052e+00	
   1.3744680e+02	   5.1628037e+01	  -4.6501000e+01	   2.8993150e+00	   8.7966711e-02	   6.1206584e+00	   3.4547306e+01	   2.3472048e+02	   1.0616176e+01	   1.2842803e+01	   2.6580959e+00	
   1.3746088e+02	   5.1690838e+01	  -4.6481387e+01	   2.5907439e+00	   7.9460810e-02	   7.2192454e+00	   3.4647469e+01	   2.8175502e+02	   1.1139618e+01	   1.2081217e+01	   3.9096285e+00	
   1.3747495e+02	   5.1752637e+01	  -4.6459121e+01	   3.5035952e+00	   9.6926685e-02	   7.4033500e+00	   3.4650855e+01	   2.7326909e+02	   1.1088764e+01	   1.1786450e+01	   4.0123717e+00	
   1.3748902e+02	   5.1817582e+01	  -4.6435854e+01	   2.6627220e+00	   7.3013100e-02	   7.5151798e+00	   3.4671564e+01	   2.2972849e+02	   1.1121456e+01	   1.0057718e+01	   3.6458799e+00	
   1.3750310e+02	   5.1883237e+01	  -4.6410588e+01	   3.2107377e+00	   8.9451009e-02	   7.4976367e+00	   3.4655463e+01	   2.8046395e+02	   1.1269473e+01	   1.1701992e+01	   3.9553512e+00	
   1.3751717e+02	   5.1948716e+01	  -4.6383642e+01	   3.0310834e+00	   8.8775338e-02	   7.7118642e+00	   3.4690593e+01	   2.4554092e+02	   1.1361846e+01	   1.3253303e+01	   3.9167071e+00	
   1.3753125e+02	   5.2014783e+01	  -4.6353108e+01	   1.7025495e+00	   6.0231823e-02	   6.0014244e+00	   3.4447118e+01	   1.5895418e+02	   1.1253544e+01	   1.1717684e+01	   2.5575766e+00	
   1.3754532e+02	   5.2078637e+01	  -4.6325787e+01	   1.9542707e+00	   5.7166975e-02	   5.4029575e+00	   3.4597506e+01	   1.5408613e+02	   1.1414631e+01	   1.1959459e+01	   2.5810992e+00	
   1.3755940e+02	   5.2143437e+01	  -4.6301521e+01	   2.2496426e+00	   6.4473702e-02	   5.4139042e+00	   3.4589731e+01	   1.7327030e+02	   1.1413962e+01	   1.1805966e+01	   2.7762242e+00	
   1.3757347e+02	   5.2207982e+01	  -4.6279254e+01	   1.9556940e+00	   5.9626363e-02	   5.3789293e+00	   3.4596547e+01	   1.4692185e+02	   1.1566376e+01	   1.2144044e+01	   2.3139202e+00	
   1.3758754e+02	   5.2270037e+01	  -4.6258988e+01	   2.5294968e+00	   7.8232478e-02	   5.2605050e+00	   3.4592593e+01	   1.6562686e+02	   1.1180610e+01	   1.1550542e+01	   2.5308313e+00	
   1.3760162e+02	   5.2332837e+01	  -4.6238721e+01	   2.9583214e+00	   9.3210568e-02	   5.3332891e+00	   3.4586879e+01	   1.5760136e+02	   1.1427483e+01	   1.2402422e+01	   2.4912605e+00	
   1.3761569e+02	   5.2396183e+01	  -4.6231000e+01	   4.3935450e+00	   1.1170427e-01	   6.8203855e+00	   3.4633355e+01	   2.0586130e+02	   1.1340770e+01	   3.6570120e+00	   2.4626145e+00	
   1.3762977e+02	   5.2459437e+01	  -4.6231000e+01	   2.0366225e+00	   6.0663395e-02	   5.3857143e+00	   3.4435631e+01	   1.1616244e+02	   1.1455003e+01	   2.6514957e+00	   2.4339692e+00	
   1.3764384e+02	   5.2523238e+01	  -4.6226000e+01	   1.4700756e+00	   4.7524039e-02	   5.4171879e+00	   3.4499352e+01	   1.3364750e+02	   1.1684958e+01	   2.4606830e+00	   2.4053237e+00	
   1.3765791e+02	   5.2586037e+01	  -4.6222000e+01	   1.6254261e+00	   4.8779823e-02	   5.3787794e+00	   3.4508142e+01	   1.2658897e+02	   1.1551618e+01	   2.8023681e+00	   2.3766786e+00	
   1.3767199e+02	   5.2649837e+01	  -4.6220000e+01	   2.3856948e+00	   7.7295660e-02	   5.3573392e+00	   3.4504137e+01	   1.6590021e+02	   1.1376737e+01	   2.8408687e+00	   2.3480331e+00	
   1.3768606e+02	   5.2711637e+01	  -4.6218000e+01	   2.8750459e+00	   7.7403739e-02	   5.6929279e+00	   3.4486439e+01	   1.5429096e+02	   1.1679116e+01	   3.8010961e+00	   2.5060395e+00	
   1.3770014e+02	   5.2773437e+01	  -4.6215000e+01	   3.4006468e+00	   9.1220687e-02	   5.8924242e+00	   3.4482685e+01	   1.8148221e+02	   1.1250377e+01	   3.4332353e+00	   2.5567382e+00	
   1.3771421e+02	   5.2836238e+01	  -4.6212000e+01	   2.0955199e+00	   5.4690568e-02	   6.0535406e+00	   3.4471645e+01	   1.2466467e+02	   1.1609373e+01	   2.0429751e+00	   2.0729441e+00	
   1.3772828e+02	   5.2900716e+01	  -4.6208000e+01	   1.1260191e+00	   3.7473128e-02	   6.1326356e+00	   3.4457826e+01	   9.5833192e+01	   1.1462842e+01	   2.9055519e+00	   1.2923886e+00	
   1.3774236e+02	   5.2966837e+01	  -4.6204000e+01	   2.1323947e+00	   6.1525297e-02	   5.8858271e+00	   3.4423557e+01	   1.0610245e+02	   1.1538374e+01	   6.2862559e-01	   1.6130786e+00	
   1.3781414e+02	   5.3303937e+01	  -4.6189000e+01	   6.7802331e+00	   1.9813513e-01	   5.5448937e+00	   3.4619456e+01	   1.9733860e+02	   1.1702435e+01	   9.3691971e-01	   2.4210555e+00	
   1.3782821e+02	   5.3369737e+01	  -4.6185000e+01	   3.1481020e+00	   6.6355435e-02	   5.5154587e+00	   3.4626874e+01	   2.1622099e+02	   1.1846323e+01	   9.2618688e-01	   2.7389424e+00	
   1.3784229e+02	   5.3412846e+01	  -4.6181154e+01	   2.5069251e+00	   6.2785825e-02	   5.3627147e+00	   3.4653785e+01	   1.7067060e+02	   4.3600000e+00	   5.1901482e-01	   1.6475808e+00	
   1.3785636e+02	   5.3438113e+01	  -4.6181000e+01	   4.2802032e+00	   8.9352759e-02	   5.5446669e+00	   3.4621789e+01	   2.7222962e+02	   4.6357405e+00	   1.4727439e+00	   2.9407761e+00	
   1.3787044e+02	   5.3468758e+01	  -4.6180000e+01	   4.3873684e+00	   8.8784933e-02	   5.5007177e+00	   3.4622952e+01	   3.0076922e+02	   6.2362115e+00	   1.3468787e+00	   3.0769670e+00	
   1.3788451e+02	   5.3515937e+01	  -4.6176000e+01	   3.6140237e+00	   7.4495765e-02	   5.6041375e+00	   3.4617588e+01	   3.1701463e+02	   1.1651042e+01	   9.7993563e-01	   2.9770612e+00	
